library,sys_time_constant_median,sys_time_constant_average,sys_time_constant_std,sys_time_constant_max,sys_time_solo_len,sys_time_solo_median,sys_time_solo_average,sys_time_solo_std,sys_time_solo_max,sys_time_full_median,sys_time_full_average,sys_time_full_std,sys_time_full_max
allensdk,0.10400000000000001,0.10366666666666667,0.012503332889007365,0.11599999999999999,3.0,0.183,0.20966666666666667,0.05689756878227167,0.275,2.8760000000000003,2.9043333333333337,0.06621429855653012,2.98
alpha-vantage,0.098,0.09833333333333334,0.011503622617824932,0.11,3.0,0.09300000000000001,0.09900000000000002,0.017776388834631177,0.11900000000000001,0.31,0.3076666666666667,0.02059935274064047,0.327
alpha_vantage,0.092,0.09433333333333334,0.026576932353703522,0.122,3.0,0.124,0.11466666666666665,0.01973153144926499,0.128,0.314,0.307,0.015716233645501725,0.318
alphashape,0.107,0.09933333333333333,0.015044378795195682,0.109,3.0,0.095,0.09733333333333334,0.009712534856222315,0.10800000000000001,0.705,0.7246666666666667,0.043935558871298463,0.775
altair,0.099,0.09733333333333334,0.01258305739211792,0.109,3.0,0.132,0.13766666666666666,0.03187998327059367,0.172,0.608,0.6793333333333332,0.1314242494113371,0.831
altair-data-server,0.086,0.09466666666666666,0.018583146486355142,0.11599999999999999,3.0,0.121,0.11866666666666666,0.00680685928555405,0.124,0.74,0.739,0.03451086785347477,0.773
altair-latimes,0.078,0.06966666666666667,0.014433756729740645,0.078,3.0,0.09,0.08933333333333333,0.01201388086062673,0.10099999999999999,0.083,0.09233333333333334,0.03494757979221642,0.131
altair-saver,0.092,0.09866666666666668,0.014224392195567913,0.115,3.0,0.095,0.09666666666666668,0.016563010998406465,0.114,0.725,0.7256666666666667,0.009018499505645743,0.735
altair-viewer,0.064,0.071,0.016643316977093238,0.09,3.0,0.102,0.10433333333333333,0.008736894948054115,0.114,0.764,0.7473333333333333,0.10796913139102922,0.846
altair_data_server,0.09699999999999999,0.09766666666666667,0.002081665999466137,0.1,3.0,0.10400000000000001,0.09766666666666668,0.012741009902410933,0.106,0.68,0.6923333333333334,0.023115651263447782,0.7190000000000001
altair_latimes,0.098,0.09566666666666668,0.009712534856222308,0.10400000000000001,3.0,0.067,0.07733333333333334,0.01877054430040145,0.099,0.126,0.12333333333333334,0.014189197769195175,0.136
altair_saver,0.086,0.08366666666666667,0.011676186592091334,0.094,3.0,0.094,0.09566666666666668,0.010598742063723096,0.107,0.763,0.7736666666666667,0.10042576030746955,0.879
altgraph,0.087,0.08900000000000001,0.01808314132002513,0.10800000000000001,3.0,0.10400000000000001,0.09899999999999999,0.009539392014169451,0.105,0.087,0.09799999999999999,0.028160255680657456,0.13
ambiance,0.09300000000000001,0.09599999999999999,0.015716233645501718,0.113,3.0,0.092,0.09666666666666666,0.013613718571108087,0.11199999999999999,0.612,0.6363333333333333,0.08708807802066444,0.733
ames,0.09300000000000001,0.10166666666666668,0.015011106998930268,0.11900000000000001,3.0,0.083,0.09100000000000001,0.01473091986265624,0.10800000000000001,0.106,0.10066666666666667,0.017616280348965084,0.115
amply,0.08800000000000001,0.08966666666666667,0.006658328118479384,0.09699999999999999,3.0,0.107,0.10333333333333332,0.010969655114602881,0.11199999999999999,0.13699999999999998,0.138,0.013527749258468669,0.152
amqp,0.091,0.09233333333333334,0.007094598884597595,0.1,3.0,0.111,0.11633333333333334,0.011930353445448847,0.13,0.10300000000000001,0.10233333333333333,0.005033222956847172,0.107
anaconda,0.084,0.08966666666666667,0.011590225767142486,0.10300000000000001,3.0,0.163,0.16333333333333333,0.004509249752822902,0.168,0.18,0.18233333333333332,0.010692676621563618,0.19399999999999998
anaconda-client,0.084,0.08433333333333333,0.002516611478423585,0.087,3.0,0.213,0.21266666666666667,0.015502687938977997,0.228,0.433,0.4416666666666667,0.015885003409925134,0.46
anaconda-navigator,0.092,0.08933333333333333,0.014189197769195167,0.102,3.0,0.091,0.08666666666666667,0.01692138686199607,0.10099999999999999,0.085,0.08733333333333333,0.021594752448994014,0.11
anaconda-project,0.091,0.08866666666666667,0.008736894948054108,0.096,3.0,0.069,0.06833333333333334,0.01700980109623077,0.085,0.087,0.09166666666666667,0.021385353243127257,0.115
anda,0.07200000000000001,0.07533333333333335,0.008504900548115387,0.085,3.0,0.5870000000000001,0.5803333333333334,0.027610384519838403,0.604,0.627,0.6243333333333333,0.04306197084822441,0.6659999999999999
aniso8601,0.075,0.07366666666666666,0.0023094010767585062,0.075,3.0,0.10400000000000001,0.11066666666666668,0.013316656236958786,0.126,0.122,0.11333333333333333,0.028988503468329173,0.13699999999999998
