,real,real,real,real,sys,sys,sys,user,user,user
,average,std,max,len,average,std,max,average,std,max
library,,,,,,,,,,
cymem,0.9192499999999999,0.012553220038433703,0.9359999999999999,4.0,0.09925,0.015755951256588734,0.12,0.78575,0.016132265804901652,0.8059999999999999
cypari,3.214,,3.214,1.0,0.397,,0.397,2.352,,2.352
cython,2.0065,0.09115737307901474,2.08,4.0,0.17774999999999996,0.016700798384109265,0.20199999999999999,1.77,0.06904587846738816,1.831
cython-npm,2.1762500000000005,0.12893764642906527,2.336,4.0,0.185,0.01834847859269718,0.20600000000000002,1.8535,0.04790615826801386,1.895
cytoolz,1.8685,0.11129690022637652,2.023,4.0,0.22374999999999998,0.01639867880857073,0.247,1.57125,0.06263319141371183,1.641
dacite,1.082,,1.082,1.0,0.10300000000000001,,0.10300000000000001,0.92,,0.92
daft,5.88675,0.1074813937386367,5.973,4.0,0.4605,0.04656536624287769,0.52,5.21025,0.13809266212704227,5.33
dash,15.152500000000002,0.25055471790941514,15.46,4.0,1.8980000000000001,0.13473183241783157,2.089,12.92725,0.22218967122708555,13.103
dash-auth,18.884,,18.884,1.0,2.255,,2.255,15.115,,15.115
dash-bio,27.605999999999998,,27.605999999999998,1.0,3.05,,3.05,23.863000000000003,,23.863000000000003
dash-bootstrap-components,15.627500000000001,0.14599200891373051,15.780999999999999,4.0,1.9972500000000002,0.05894276885250623,2.066,13.229249999999999,0.19958018438712855,13.450999999999999
dash-canvas,29.325,,29.325,1.0,3.068,,3.068,25.423000000000002,,25.423000000000002
dash-core-components,2.084,0.04618080409289849,2.142,4.0,0.26275,0.03311973228555247,0.294,1.7865000000000002,0.0489931968066316,1.855
dash-cytoscape,15.652999999999999,,15.652999999999999,1.0,2.0140000000000002,,2.0140000000000002,13.11,,13.11
dash-daq,15.91725,0.289996982742924,16.303,4.0,2.0025,0.12223611032205935,2.097,13.598,0.2513404066201838,13.950999999999999
dash-html-components,1.7990000000000002,0.045040722315108035,1.8630000000000002,4.0,0.23074999999999998,0.017423642940939,0.256,1.54775,0.02760887538455703,1.589
dash-renderer,1.72725,0.05348753748927555,1.7919999999999998,4.0,0.215,0.012780193008453879,0.231,1.4817500000000001,0.04766113021460307,1.5330000000000001
dash-table,1.77425,0.017951323071016212,1.791,4.0,0.205,0.026695817400234568,0.228,1.52925,0.03283671725370869,1.568
dash_core_components,2.1797500000000003,0.07735793430540903,2.275,4.0,0.2495,0.017136705245369276,0.268,1.84575,0.04267220016201016,1.8869999999999998
dash_html_components,1.801,0.07127879535083813,1.896,4.0,0.22349999999999998,0.023444971031474266,0.25,1.558,0.0822800097228969,1.67
dask,2.033,0.02438578821089586,2.055,4.0,0.20575,0.010594810050208538,0.212,1.7672500000000002,0.02560436160761149,1.794
dask-image,8.8515,0.17370568979359008,9.06,4.0,0.81525,0.08565191182921729,0.912,7.8580000000000005,0.11826242006656196,7.997999999999999
datachile,9.331,,9.331,1.0,0.7829999999999999,,0.7829999999999999,8.203,,8.203
dataclasses,0.87875,0.036316892304637916,0.925,4.0,0.09600000000000002,0.025651510676761323,0.134,0.7535,0.05341972170150893,0.805
datapackage,10.857000000000003,0.27022089729207327,11.105,4.0,0.8224999999999999,0.07226110064665957,0.9229999999999999,9.4845,0.30674908312821425,9.84
datapane,35.2095,0.713834014319855,36.001,4.0,3.4719999999999995,0.1476369420797745,3.61,30.137,0.3248168714829951,30.524
datascience,37.263,0.5401425737710415,37.989000000000004,4.0,3.483,0.09719739365504283,3.608,32.5315,0.4358612164439561,33.178000000000004
datasets,10.700999999999999,,10.700999999999999,1.0,0.774,,0.774,9.374,,9.374
datashader,24.674999999999997,0.27055744922905517,24.976,4.0,2.16625,0.08826239289754165,2.259,21.767,0.46090707667960074,22.219
datashape,4.374,,4.374,1.0,0.493,,0.493,3.627,,3.627
datenguidepy,9.401,0.30996236330668686,9.773,4.0,0.7867500000000001,0.06856323115684293,0.857,8.212250000000001,0.13796225329173636,8.415
dateparser,2.72075,0.0572909242376138,2.7880000000000003,4.0,0.22075,0.03716068711241312,0.266,2.3905,0.03396566894183981,2.44
datetime,1.7530000000000001,0.09583666660869769,1.848,4.0,0.15325000000000003,0.016520189667999178,0.17800000000000002,1.528,0.11200892821556671,1.626
deap,3.19975,0.07444181172790805,3.272,4.0,0.31725000000000003,0.006701989754294372,0.324,2.824,0.0734166193719104,2.9
decorator,0.88675,0.034160161982441824,0.9129999999999999,4.0,0.08650000000000001,0.013178264933847198,0.1,0.773,0.03447704550373579,0.7979999999999999
dedupe,9.735,,9.735,1.0,9.361,,9.361,13.453,,13.453
deepchem,12.737,,12.737,1.0,0.9690000000000001,,0.9690000000000001,11.542,,11.542
deepdish,7.162999999999999,,7.162999999999999,1.0,0.6709999999999999,,0.6709999999999999,6.3389999999999995,,6.3389999999999995
deezymatch,0.75275,0.057436196485027305,0.799,4.0,0.09475,0.010719919153924007,0.105,0.6435,0.04700709166356358,0.6809999999999999
defusedxml,0.8885,0.09117199862530889,0.985,4.0,0.08600000000000001,0.01816590212458495,0.10300000000000001,0.75675,0.05938784948679877,0.799
depinfo,1.296,,1.296,1.0,0.11900000000000001,,0.11900000000000001,1.102,,1.102
deprecated,1.8130000000000002,,1.8130000000000002,1.0,0.203,,0.203,1.579,,1.579
descartes,5.82725,0.241432357676707,6.037000000000001,4.0,0.479,0.03777124126457413,0.513,5.199,0.20836346448773907,5.401
dhlab,8.3795,0.2197217937908456,8.555,4.0,0.66925,0.09294935897214855,0.8,7.277,0.12129303360045048,7.4510000000000005
dicom,1.227,,1.227,1.0,0.193,,0.193,0.9490000000000001,,0.9490000000000001
dill,0.92725,0.04236645685759752,0.9840000000000001,4.0,0.09600000000000002,0.011775681155103801,0.10800000000000001,0.8034999999999999,0.0392045915678253,0.86
dipy,8.411,0.16467138994575484,8.64,4.0,0.76125,0.034884332681974425,0.81,7.391,0.19868064827758156,7.6770000000000005
discretize,16.051,,16.051,1.0,3.9360000000000004,,3.9360000000000004,15.977,,15.977
diskcache,0.993,,0.993,1.0,0.09699999999999999,,0.09699999999999999,0.861,,0.861
display,1.53,0.08038656604184552,1.614,4.0,0.1665,0.010661457061146311,0.17600000000000002,1.33175,0.08314395147373421,1.4040000000000001
distlib,1.02775,0.03293807320816834,1.065,4.0,0.11599999999999999,0.012027745701779146,0.132,0.873,0.032924155266308645,0.914
distributed,5.492500000000001,0.0656988077010029,5.547000000000001,4.0,0.40625,0.021281838892977904,0.423,4.8035,0.060052754585725426,4.867
distro,0.9107500000000001,0.04346166893558817,0.9520000000000001,4.0,0.091,0.014764823060233401,0.109,0.784,0.0472934103936972,0.818
django,3.4627499999999998,0.1897917718623931,3.6519999999999997,4.0,0.41550000000000004,0.05058655947976696,0.478,2.9110000000000005,0.17165663401103942,3.0789999999999997
django-heroku,8.173,,8.173,1.0,0.897,,0.897,6.928,,6.928
dlib,2.49475,0.01835528988239286,2.512,4.0,0.30924999999999997,0.045529294598825765,0.35,2.14575,0.048992346341035636,2.218
dlx,1.534,,1.534,1.0,0.18100000000000002,,0.18100000000000002,1.3119999999999998,,1.3119999999999998
dnspython,1.104,,1.104,1.0,0.122,,0.122,0.927,,0.927
docker,2.016,,2.016,1.0,0.17600000000000002,,0.17600000000000002,1.73,,1.73
docopt,1.58125,0.08805821937786394,1.704,4.0,0.19624999999999998,0.006849574196011511,0.20600000000000002,1.3667500000000001,0.08571415674593472,1.483
docplex,2.9189999999999996,,2.9189999999999996,1.0,0.326,,0.326,2.475,,2.475
docutils,1.19,0.0698474528287659,1.2830000000000001,4.0,0.1375,0.014730919862656242,0.159,1.0122499999999999,0.05664730061235625,1.079
dominate,0.83,,0.83,1.0,0.066,,0.066,0.736,,0.736
dowhy,22.671999999999997,,22.671999999999997,1.0,1.896,,1.896,20.225,,20.225
dtreeviz,16.618,,16.618,1.0,1.329,,1.329,14.825,,14.825
dx,0.95175,0.14017459351347045,1.155,4.0,0.10049999999999999,0.010376254944182248,0.107,0.7405,0.05610406996525893,0.8029999999999999
dymat,1.8630000000000002,,1.8630000000000002,1.0,0.163,,0.163,1.453,,1.453
dython,14.72875,0.29735879001637044,14.985,4.0,1.07475,0.036836349801068355,1.12,13.299249999999999,0.26265741311957486,13.652999999999999
earthengine-api,8.78625,0.30479432956230273,9.047,4.0,0.7255,0.06748086148432503,0.79,7.617750000000001,0.2816527116858632,7.981
easydict,1.545,,1.545,1.0,0.179,,0.179,1.351,,1.351
econ-ark,22.621500000000005,0.4226286786293618,23.176,4.0,2.02025,0.11150896824919503,2.154,20.0765,0.27651823327465036,20.386
econml,29.9845,0.3423180782060264,30.453000000000003,4.0,8.04775,0.30317472959774644,8.335,29.849249999999998,0.2735012187663276,30.237
efficientnet,12.04275,0.38481543194974144,12.610999999999999,4.0,0.9377500000000001,0.021623675296612556,0.966,10.58075,0.16521576801262025,10.783
elasticsearch,1.567,,1.567,1.0,0.161,,0.161,1.307,,1.307
elevation,1.655,,1.655,1.0,0.121,,0.121,1.329,,1.329
eli5,9.051,0.37159207024190655,9.546,4.0,0.72325,0.07639098987009749,0.792,8.135,0.34070025927003184,8.624
emcee,3.0759999999999996,0.063728591176436,3.14,4.0,0.30075,0.0150416089564913,0.32299999999999995,2.6945,0.08154548832809014,2.795
emoji,0.9695,0.042114922137725316,1.022,4.0,0.11324999999999999,0.018661457606521523,0.128,0.80025,0.028253318389173308,0.84
empiricaldist,1.6664999999999999,0.09923876930581794,1.8130000000000002,4.0,0.17300000000000001,0.02649528259898354,0.203,1.4205,0.01804623691151901,1.4380000000000002
entrypoints,0.88125,0.027487876115359196,0.92,4.0,0.0905,0.01668332500832293,0.111,0.7610000000000001,0.018293896978682982,0.784
enum-compat,0.8787499999999999,0.046349217900629125,0.9159999999999999,4.0,0.0905,0.017521415467935227,0.11599999999999999,0.74575,0.0642099421169858,0.81
enum34,0.9095,0.04099186911246343,0.94,4.0,0.08650000000000001,0.011503622617824932,0.099,0.78525,0.0448358115795844,0.823
eo-learn,41.745,,41.745,1.0,5.917000000000001,,5.917000000000001,37.524,,37.524
eon,10.850999999999999,,10.850999999999999,1.0,0.905,,0.905,9.472000000000001,,9.472000000000001
ephem,1.0765,0.023173260452512907,1.099,4.0,0.11,0.00697614984548545,0.11900000000000001,0.91775,0.012606215398233788,0.9259999999999999
escapism,0.8740000000000001,,0.8740000000000001,1.0,0.11900000000000001,,0.11900000000000001,0.726,,0.726
escher,33.752250000000004,2.2602501889540174,36.89,4.0,2.775,0.1539068982642861,2.92,28.585250000000002,0.7151994477067226,29.429000000000002
esda,13.524999999999999,0.1587870691628675,13.713,4.0,1.0034999999999998,0.054175640282326236,1.0490000000000002,12.1585,0.16090266208694876,12.319
esri2gpd,10.80825,0.24002968566408622,11.123,4.0,0.80625,0.05107755541004941,0.867,9.5815,0.2967529836974402,9.993
et-xmlfile,0.8845000000000001,0.03947573094109002,0.9209999999999999,4.0,0.097,0.008041558721209879,0.107,0.754,0.04282522621072772,0.7959999999999999
execnet,0.899,,0.899,1.0,0.122,,0.122,0.742,,0.742
eztao,0.848,,0.848,1.0,0.11,,0.11,0.685,,0.685
fa2,6.973,0.14424747253707185,7.0729999999999995,4.0,0.708,0.06827395794395792,0.76,6.195,0.07419344086013763,6.242000000000001
face_recognition,10.969000000000001,,10.969000000000001,1.0,1.167,,1.167,8.866,,8.866
failprint,1.6130000000000002,,1.6130000000000002,1.0,0.11900000000000001,,0.11900000000000001,1.334,,1.334
fake-useragent,1.715,,1.715,1.0,0.19399999999999998,,0.19399999999999998,1.4809999999999999,,1.4809999999999999
faker,2.042,0.02021550560007511,2.066,4.0,0.20175,0.028087660398592597,0.228,1.7297499999999997,0.04446253104206585,1.791
fancyimpute,28.104,5.776734313895122,34.051,4.0,8.23075,0.40170501200092945,8.752,22.20975,0.4512814162655768,22.752
fastai,54.017,1.8813558940296202,56.273999999999994,4.0,5.527749999999999,0.10947564417105153,5.635,42.088,0.8322992250386851,43.125
fastai2,54.94725,3.251375542238493,57.817,4.0,5.721500000000001,0.2356275309324729,5.9670000000000005,41.7875,0.34183280513529846,42.293
fastapi,2.259,,2.259,1.0,0.24,,0.24,1.9140000000000001,,1.9140000000000001
fastbook,70.75125,5.799836226136041,74.991,4.0,6.447500000000001,0.3736134365892096,6.952999999999999,52.1665,1.2796000677294956,53.57899999999999
fastcache,1.60375,0.07076899038420706,1.671,4.0,0.18925000000000003,0.027921019561135914,0.21,1.3904999999999998,0.09188942630502522,1.5019999999999998
fastcluster,6.657500000000001,0.057204312191768865,6.733,4.0,9.011750000000001,0.17055277775515684,9.182,11.170499999999999,0.16989114161721286,11.37
fastcore,1.28125,0.05981290273288308,1.361,4.0,0.09575,0.005123475382979803,0.10300000000000001,1.1195000000000002,0.06828616258071617,1.209
fastdtw,4.043749999999999,0.1692933843952562,4.24,4.0,3.069,0.16567840334012546,3.202,5.30425,0.1718688938309276,5.416
fastprogress,3.2457499999999997,0.10143429728975609,3.3089999999999997,4.0,0.33025,0.04575569181351466,0.368,2.84925,0.11964496089124113,2.966
fastscript,1.287,,1.287,1.0,0.129,,0.129,1.07,,1.07
fasttext,4.8455,0.09424966843443008,4.946000000000001,4.0,0.546,0.01643167672515494,0.57,4.20375,0.08325212709995286,4.291
fbprophet,22.21075,0.29547969473383245,22.451999999999998,4.0,5.020250000000001,0.1324647751919987,5.154,21.13075,0.42633818735834556,21.433000000000003
featuretools,14.904000000000002,,14.904000000000002,1.0,1.061,,1.061,13.341,,13.341
feedparser,1.7309999999999999,,1.7309999999999999,1.0,0.18600000000000003,,0.18600000000000003,1.505,,1.505
ferretmagic,0.8607499999999999,0.041907636535600555,0.915,4.0,0.09949999999999999,0.01740689518552921,0.122,0.7064999999999999,0.03260368077380219,0.74
ffmpeg,1.6142500000000002,0.031223655562196282,1.6580000000000001,4.0,0.18175000000000002,0.03044530615163309,0.223,1.41075,0.038143369891328015,1.459
ffmpeg-python,2.1985,0.0840019841035516,2.295,4.0,0.27275,0.010436314802968815,0.287,1.86875,0.05887486730345982,1.943
ffn,17.21125,0.36287865281202275,17.644000000000002,4.0,1.344,0.05447935388750493,1.396,15.5335,0.4218637220714764,16.01
filelock,0.8542500000000001,0.029948567021923875,0.887,4.0,0.10925,0.014885675440951051,0.12300000000000001,0.71775,0.03826551972729492,0.768
filterpy,9.5265,0.17871858698337334,9.743,4.0,0.8327500000000001,0.06743577191174825,0.894,8.503,0.2626543990367058,8.844
findblas,1.703,,1.703,1.0,0.221,,0.221,1.4409999999999998,,1.4409999999999998
fiona,2.7299999999999995,0.22921750951152647,2.907,4.0,0.248,0.025961509971494323,0.282,2.3064999999999998,0.21074550212677556,2.459
fire,2.434,,2.434,1.0,0.311,,0.311,2.079,,2.079
flake8,1.63825,0.07636480428399785,1.7069999999999999,4.0,0.1325,0.02901149197588202,0.165,1.3842500000000002,0.061004781233386374,1.435
flake8-bandit,3.82,,3.82,1.0,0.36700000000000005,,0.36700000000000005,3.175,,3.175
flake8-black,3.18,,3.18,1.0,0.207,,0.207,2.696,,2.696
flake8-builtins,1.805,,1.805,1.0,0.1,,0.1,1.585,,1.585
flake8-comprehensions,1.8330000000000002,,1.8330000000000002,1.0,0.14,,0.14,1.569,,1.569
flake8-docstrings,2.121,,2.121,1.0,0.191,,0.191,1.785,,1.785
flake8-isort,2.015,,2.015,1.0,0.11699999999999999,,0.11699999999999999,1.7,,1.7
flake8-nb,9.84,,9.84,1.0,0.753,,0.753,8.432,,8.432
flake8-polyfill,1.739,,1.739,1.0,0.139,,0.139,1.482,,1.482
flake8-tidy-imports,1.681,,1.681,1.0,0.134,,0.134,1.4140000000000001,,1.4140000000000001
flake8-variables-names,1.715,,1.715,1.0,0.18899999999999997,,0.18899999999999997,1.493,,1.493
flashtext,1.585,,1.585,1.0,0.184,,0.184,1.383,,1.383
flask,2.25,0.09835649444749435,2.38,4.0,0.1615,0.0462493243193887,0.23,1.923,0.06432728814430153,1.9909999999999999
flask-compress,2.453,0.11814962265421484,2.526,4.0,0.182,0.030692018506445623,0.221,2.08375,0.12037822339055625,2.188
flask-cors,2.4565,0.13962449641807154,2.583,4.0,0.17124999999999999,0.013250786140200643,0.185,2.076,0.10002333061174613,2.166
flask-login,2.356,,2.356,1.0,0.131,,0.131,2.033,,2.033
flask-restful,2.97125,0.08993840484835523,3.0469999999999997,4.0,0.19375,0.034998809503562635,0.235,2.56,0.13996428115772944,2.6889999999999996
flask-script,3.05,,3.05,1.0,0.21100000000000002,,0.21100000000000002,2.66,,2.66
flask-socketio,2.8930000000000002,,2.8930000000000002,1.0,0.17800000000000002,,0.17800000000000002,2.521,,2.521
flask-sqlalchemy,3.6407499999999997,0.10915852386934041,3.77,4.0,0.191,0.03073543015262138,0.218,3.2482500000000005,0.09349286960333754,3.358
flask-wtf,2.39525,0.09479583324176231,2.492,4.0,0.186,0.03728270376461448,0.23199999999999998,2.0165,0.09098168313823742,2.142
flask_cors,2.266,,2.266,1.0,0.157,,0.157,1.9240000000000002,,1.9240000000000002
flatbuffers,0.883,0.05760208329565871,0.9209999999999999,4.0,0.09,0.018018509002319442,0.115,0.76275,0.07321828095951635,0.816
flem,1.444,,1.444,1.0,0.09,,0.09,1.249,,1.249
flipper,16.893,,16.893,1.0,1.429,,1.429,15.105,,15.105
flit-core,1.135,,1.135,1.0,0.087,,0.087,0.9109999999999999,,0.9109999999999999
fluentpy,0.9335,0.07622991538759578,1.0090000000000001,4.0,0.08575,0.013889444433333772,0.10300000000000001,0.78725,0.058874867303459845,0.8440000000000001
folium,4.24175,0.09439058922018258,4.374,4.0,0.34875000000000006,0.029567718883945056,0.37,3.71425,0.07567198953377674,3.801
forked-rompy,1.034,,1.034,1.0,0.131,,0.131,0.812,,0.812
fortran-magic,6.186,,6.186,1.0,0.46799999999999997,,0.46799999999999997,5.42,,5.42
fsspec,1.028,0.040620192023179826,1.08,4.0,0.10299999999999998,0.01807392228230128,0.12,0.892,0.027043175355962432,0.932
ftfy,1.8199999999999998,0.02426245384677055,1.8530000000000002,4.0,0.205,0.031685959035509706,0.22399999999999998,1.5820000000000003,0.03016620625799672,1.624
ftputil,1.724,,1.724,1.0,0.198,,0.198,1.4680000000000002,,1.4680000000000002
funcsigs,0.838,,0.838,1.0,0.125,,0.125,0.674,,0.674
functools32,1.87,,1.87,1.0,0.223,,0.223,1.531,,1.531
funcy,0.9167500000000001,0.03971880327166641,0.9590000000000001,4.0,0.09975,0.008995369179009092,0.107,0.7865,0.03876854394996028,0.8270000000000001
furl,1.071,,1.071,1.0,0.10099999999999999,,0.10099999999999999,0.835,,0.835
future,2.08425,0.04209018096104272,2.128,4.0,0.27775,0.00963932916061418,0.28800000000000003,1.7905000000000002,0.04473998956936241,1.8459999999999999
futures,0.894,0.03645088019056148,0.935,4.0,0.10599999999999998,0.0330252428706689,0.152,0.7605,0.045464271686677216,0.828
fuzzywuzzy,0.8967499999999999,0.02309942279221132,0.9279999999999999,4.0,0.104,0.020314198646923458,0.129,0.76375,0.024088378940891806,0.7859999999999999
galgebra,8.466000000000001,,8.466000000000001,1.0,1.068,,1.068,7.251,,7.251
gast,0.879,0.02901723625709376,0.9109999999999999,4.0,0.0945,0.016278820596099707,0.113,0.75,0.01439907404430344,0.769
gcsfs,6.353,,6.353,1.0,0.396,,0.396,5.535,,5.535
gdal,20.154,,20.154,1.0,2.525,,2.525,17.235,,17.235
gdown,4.9955,0.14956269588369941,5.148,4.0,0.4575,0.03229551052391031,0.48200000000000004,4.255,0.16131542600342563,4.442
geeadd,9.061,,9.061,1.0,0.684,,0.684,7.672999999999999,,7.672999999999999
geemap,41.45075,0.5784158682701103,42.285,4.0,3.62925,0.06347899915195072,3.71,35.5065,0.28522914764565127,35.782
geneticalgorithm,3.88125,0.03937321424522026,3.9360000000000004,4.0,0.41075,0.03178443015062564,0.436,3.403,0.04277849927241501,3.445
gensim,7.27425,0.22225567109375025,7.497999999999999,4.0,0.602,0.01070825226947268,0.612,6.4967500000000005,0.1963370825901217,6.787000000000001
genson,1.62125,0.06246265550977915,1.702,4.0,0.18975,0.025237207980810132,0.212,1.4064999999999999,0.05365631370118521,1.474
geocoder,4.073,0.10430404274683405,4.176,4.0,0.4335,0.07154718722633341,0.496,3.432,0.07661592523751154,3.5039999999999996
geographiclib,0.9430000000000001,0.02051016008388687,0.965,4.0,0.09100000000000001,0.010862780491200215,0.102,0.8174999999999999,0.018083141320025083,0.838
geojson,0.9425,0.02301448819041312,0.968,4.0,0.09200000000000001,0.01,0.105,0.79875,0.012093386622447877,0.8079999999999999
geopandas,9.748750000000001,1.3443728091567462,11.759,4.0,0.7274999999999999,0.021079215671683194,0.748,8.116,0.18377522502593555,8.34
geoparse,8.241,,8.241,1.0,0.563,,0.563,7.4239999999999995,,7.4239999999999995
geopy,1.1822499999999998,0.03278592177546124,1.222,4.0,0.11800000000000001,0.026076809620810604,0.14400000000000002,1.0065000000000002,0.023572582944316144,1.038
