,library,dependencies,size,size_full
998,requests-html,"['bs4', 'fake-useragent', 'requests', 'parse', 'pyppeteer', 'w3lib', 'pyquery']",22.08000000000001,"15M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/lxml 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 856K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/bs4 648K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyppeteer 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 508K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/websockets 468K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tqdm 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 228K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/soupsieve 164K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyquery 128K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/w3lib 120K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cssselect 88K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyee
"
999,flatbuffers,[],0.22799999999999976,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 228K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/flatbuffers
"
1000,pendulum,"['python-dateutil', 'pytzdata']",4.199999999999998,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytzdata 1.5M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pendulum
"
1001,lvm_read,['numpy'],25.0,"25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
1002,astroplan,"['pytz', 'astropy', 'six', 'numpy']",78.624,"50M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/astropy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 824K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/astroplan
"
1003,w3lib,['six'],0.1280000000000001,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 128K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/w3lib
"
1004,sddk,"['requests', 'kaleido', 'shapely', 'beautifulsoup4', 'pyarrow', 'plotly', 'pandas', 'matplotlib', 'geopandas', 'numpy']",571.6920000000001,"221M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/kaleido 133M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/plotly 72M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyarrow 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 13M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/fiona 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyproj 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/shapely 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/geopandas 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 228K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/soupsieve 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tenacity 64K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/munch 52K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sddk 32K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cligj
"
1005,miceforest,"['seaborn', 'scikit-learn', 'numpy', 'matplotlib', 'pandas']",176.572,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.5M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/seaborn 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 172K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/miceforest
"
1006,pyct,['param'],0.6039999999999992,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 484K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/param 120K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyct
"
1007,scandir,[],0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
1008,configargparse,[],0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
1009,interpret-community,ERROR,241.624,"78M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/llvmlite 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 24M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numba 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 468K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tqdm 136K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cloudpickle 120K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/slicer
"
1010,csbdeep,"['tifffile', 'numpy', 'scipy', 'six', 'h5py', 'matplotlib', 'tqdm', 'keras']",136.46399999999997,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 8.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/h5py 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.6M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/keras 1.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tifffile 596K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/csbdeep 468K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tqdm
"
1011,scikit-datasets,"['scikit-learn', 'scipy', 'numpy']",89.1,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib
"
1012,sphinx-comments,['sphinx'],65.90000000000002,"30M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/babel 15M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sphinx 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 7.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pygments 4.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/docutils 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/snowballstemmer 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe 84K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/alabaster
"
1013,chaospy,"['numpy', 'numpoly', 'scipy']",90.3,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chaospy 1.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpoly
"
1014,mizani,"['matplotlib', 'pandas', 'numpy', 'palettable']",111.544,"47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/palettable 544K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mizani
"
1015,utils,[],0.1120000000000001,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/utils
"
1016,optlang,"['six', 'swiglpk', 'sympy']",71.0,"64M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sympy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mpmath 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/swiglpk 1.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/optlang
"
1017,pandas_gbq,"['google-auth', 'setuptools', 'google-auth-oauthlib', 'pandas', 'pydata-google-auth', 'google-cloud-bigquery']",161.20000000000005,"72M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyarrow 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 6.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/libcst 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/oauthlib 1.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pycparser 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 860K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyasn1 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cffi 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 228K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/rsa 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cachetools
"
1018,dowhy,"['sympy', 'networkx', 'pandas', 'scipy', 'statsmodels', 'scikit-learn', 'pydot', 'numpy']",267.176,"64M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sympy 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 46M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/statsmodels 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 12M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/networkx 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mpmath 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 1.5M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/patsy 876K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/dowhy
"
1019,loguru,['aiocontextvars'],0.8320000000000007,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 412K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/loguru 396K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/immutables 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/contextvars
"
1020,dash-bio,"['dash', 'pandas', 'scipy', 'scikit-learn']",280.408,"133M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/plotly 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/future 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 1.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/werkzeug 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 664K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/flask 664K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/dash 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tenacity 128K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/itsdangerous 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe
"
1021,pykrige,"['numpy', 'scipy']",91.3,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pykrige 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
1022,overpass,"['requests', 'shapely', 'geojson']",8.143999999999995,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/shapely 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/geojson 60K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/overpass
"
1023,livereload,"['six', 'tornado']",3.3520000000000003,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tornado 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/livereload
"
1024,lifelines,"['numpy', 'scipy', 'autograd', 'autograd-gamma', 'matplotlib', 'formulaic', 'pandas']",178.592,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/future 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/lifelines 556K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/autograd 428K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/formulaic 184K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/astor 124K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wrapt
"
1025,resampy,"['numpy', 'scipy', 'numba', 'six']",189.388,"78M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/llvmlite 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 24M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numba 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 388K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/resampy
"
1026,snakemake,"['wrapt', 'requests', 'ratelimiter', 'pyyaml', 'configargparse', 'appdirs', 'datrie', 'jsonschema', 'docutils', 'gitpython', 'psutil', 'nbformat', 'toposort', 'connection-pool', 'pulp', 'smart-open', 'filelock', 'stopit', 'tabulate']",73.48399999999998,"58M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pulp 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/docutils 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/snakemake 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/psutil 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/nbformat 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 772K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/traitlets 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 540K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jsonschema 460K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/gitdb 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 344K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyrsistent 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 160K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/smmap 124K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wrapt 64K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/amply 48K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/stopit
"
1027,matminer,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
1028,squarify,[],0.02399999999999913,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/squarify
"
1029,phe,[],0.33200000000000074,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 332K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/phe
"
1030,pattern,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
1031,tesseract-ocr,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
1032,typer,['click'],0.7480000000000011,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 576K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 172K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/typer
"
1033,pre-commit,"['nodeenv', 'importlib-resources', 'importlib-metadata', 'identify', 'virtualenv', 'pyyaml', 'cfgv', 'toml']",10.552,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 8.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/virtualenv 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/distlib 732K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/identify 120K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/toml
"
1034,cartopy,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
