,library,dependencies,size,size_full
12,sphinx-comments,['sphinx'],65.90000000000002,"30M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/babel 15M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sphinx 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 7.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pygments 4.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/docutils 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/snowballstemmer 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe 84K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/alabaster
"
13,chaospy,"['scipy', 'numpoly', 'numpy']",90.3,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chaospy 1.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpoly
"
14,mizani,"['matplotlib', 'pandas', 'numpy', 'palettable']",111.544,"47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/palettable 544K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mizani
"
15,utils,[],0.1120000000000001,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/utils
"
16,optlang,"['swiglpk', 'sympy', 'six']",71.0,"64M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sympy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mpmath 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/swiglpk 1.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/optlang
"
17,pandas_gbq,"['pydata-google-auth', 'setuptools', 'pandas', 'google-auth-oauthlib', 'google-auth', 'google-cloud-bigquery']",161.20000000000002,"72M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyarrow 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 6.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/libcst 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/oauthlib 1.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pycparser 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 860K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyasn1 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cffi 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 228K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/rsa 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cachetools
"
18,dowhy,"['pydot', 'statsmodels', 'scikit-learn', 'numpy', 'scipy', 'sympy', 'networkx', 'pandas']",267.176,"64M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sympy 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 46M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/statsmodels 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 12M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/networkx 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mpmath 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 1.5M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/patsy 876K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/dowhy
"
19,loguru,['aiocontextvars'],0.8320000000000007,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 412K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/loguru 396K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/immutables 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/contextvars
"
20,dash-bio,"['dash', 'pandas', 'scipy', 'scikit-learn']",280.40799999999996,"133M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/plotly 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/future 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 1.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/werkzeug 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 664K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/flask 664K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/dash 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tenacity 128K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/itsdangerous 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe
"
21,pykrige,"['scipy', 'numpy']",91.3,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pykrige 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
22,overpass,"['geojson', 'shapely', 'requests']",8.143999999999995,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/shapely 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/geojson 60K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/overpass
"
23,livereload,"['six', 'tornado']",3.3520000000000003,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tornado 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/livereload
"
24,lifelines,"['matplotlib', 'formulaic', 'numpy', 'pandas', 'autograd', 'autograd-gamma', 'scipy']",178.592,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/future 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/lifelines 556K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/autograd 428K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/formulaic 184K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/astor 124K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wrapt
"
25,resampy,"['numpy', 'scipy', 'numba', 'six']",189.388,"78M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/llvmlite 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 24M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numba 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 388K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/resampy
"
26,snakemake,"['wrapt', 'requests', 'ratelimiter', 'pyyaml', 'configargparse', 'appdirs', 'datrie', 'jsonschema', 'docutils', 'gitpython', 'psutil', 'nbformat', 'toposort', 'connection-pool', 'pulp', 'smart-open', 'filelock', 'stopit', 'tabulate']",73.48399999999998,"58M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pulp 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/docutils 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/snakemake 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/psutil 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/nbformat 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 772K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/traitlets 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 540K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jsonschema 460K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/gitdb 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 344K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyrsistent 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 160K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/smmap 124K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wrapt 64K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/amply 48K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/stopit
"
27,matminer,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
28,squarify,[],0.023999999999999133,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/squarify
"
29,phe,[],0.33200000000000074,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 332K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/phe
"
30,pattern,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
31,tesseract-ocr,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
32,typer,['click'],0.7480000000000011,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 576K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 172K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/typer
"
33,pre-commit,"['nodeenv', 'importlib-resources', 'identify', 'toml', 'cfgv', 'virtualenv', 'importlib-metadata', 'pyyaml']",10.552,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 8.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/virtualenv 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/distlib 732K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/identify 120K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/toml
"
34,cartopy,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
