library,real_time_solo_len,real_time_solo_median,real_time_solo_average,real_time_solo_std,real_time_solo_max,real_time_full_median,real_time_full_average,real_time_full_std,real_time_full_max,real_time_constant_median,real_time_constant_average,real_time_constant_std,real_time_constant_max
bravado-core,7.0,1.172,1.137857142857143,0.06619523792395886,1.213,5.058,5.051714285714286,0.12988676386980874,5.215,0.934,0.9288571428571429,0.050204344338674434,0.991
breathe,4.0,1.1280000000000001,1.15,0.06816157275180786,1.248,5.999499999999999,6.04375,0.2510197535387738,6.388,0.907,0.908,0.03157002798013753,0.9470000000000001
brewer2mpl,4.0,0.8785,0.88425,0.01795132307101626,0.909,0.9099999999999999,0.9015,0.03817066936798461,0.9329999999999999,0.7969999999999999,0.7887500000000001,0.0314576434802948,0.8170000000000001
brian2,4.0,2.62,2.6294999999999997,0.041356176483487106,2.687,15.491,15.5605,0.3526665091367015,16.012,0.742,0.7315,0.036701498607005126,0.763
brian2tools,4.0,0.9695,0.959,0.02677063067368167,0.977,19.363500000000002,19.31825,0.32468792709307726,19.597,0.866,0.86975,0.0716908873800104,0.961
brokenaxes,1.0,0.9590000000000001,0.9590000000000001,,0.9590000000000001,6.117999999999999,6.117999999999999,,6.117999999999999,0.7809999999999999,0.7809999999999999,,0.7809999999999999
brotli,4.0,0.97,0.96875,0.017594980344784013,0.987,0.9555,0.94425,0.053124852940972946,0.993,0.7725,0.7742500000000001,0.03704389288398294,0.812
brotlipy,4.0,1.0095,1.00575,0.032714675605911105,1.041,1.6365,1.6277499999999998,0.05925298867286497,1.69,0.789,0.7895000000000001,0.02609597670139973,0.82
bruges,4.0,1.68,1.686,0.04301937547973776,1.74,6.830500000000001,6.8155,0.03968626966596819,6.843999999999999,0.7785,0.7565,0.059242439742693435,0.8
bruker,1.0,1.082,1.082,,1.082,9.315,9.315,,9.315,0.914,0.914,,0.914
brythonmagic,7.0,0.8740000000000001,0.874,0.028106938645110314,0.9079999999999999,0.867,0.8705714285714284,0.06473756545432013,0.9740000000000001,0.767,0.7735714285714286,0.0261397343958525,0.813
bs2json,1.0,1.692,1.692,,1.692,2.469,2.469,,2.469,0.7170000000000001,0.7170000000000001,,0.7170000000000001
bs4,4.0,1.54,1.5375,0.041741266551619235,1.5859999999999999,1.8145,1.8144999999999998,0.03388706734630982,1.848,0.7484999999999999,0.7565,0.028242993231360338,0.797
bson,1.0,1.569,1.569,,1.569,1.841,1.841,,1.841,0.794,0.794,,0.794
bt,4.0,11.2675,11.255,0.1470351431914611,11.382,11.2515,11.2225,0.24721178504809785,11.491,10.962499999999999,10.955,0.23719331075447,11.181
btrees,4.0,1.396,1.4077499999999998,0.08954840404310209,1.507,2.699,2.7195,0.06725820891658224,2.8169999999999997,0.753,0.7685,0.05931554040328161,0.853
builtins,4.0,0.7735000000000001,0.7475,0.05711100302627038,0.7809999999999999,0.8480000000000001,0.83525,0.05478062309491074,0.887,0.7715,0.76275,0.017839562774911246,0.772
builtwith,7.0,1.608,1.586,0.06562265868839316,1.685,1.72,1.7058571428571425,0.07231742199366294,1.8019999999999998,0.774,0.7695714285714287,0.025979845668371148,0.805
bump2version,4.0,0.8985000000000001,0.9075,0.019052558883257617,0.9359999999999999,0.865,0.869,0.05791948434392931,0.935,0.7105000000000001,0.7235,0.042367440328629734,0.785
bumps,7.0,1.9280000000000002,1.9281428571428572,0.03193445668567926,1.975,2.005,1.9812857142857145,0.06397320867809762,2.039,0.7340000000000001,0.7407142857142858,0.0464460772857956,0.8
bumpversion,7.0,0.914,0.9074285714285716,0.026713649088416405,0.9520000000000001,0.956,0.9565714285714285,0.0471835322362126,1.008,0.8029999999999999,0.7997142857142857,0.026718996274275743,0.833
bw2temporalis,7.0,8.407,8.285714285714286,0.40933023110349176,8.838,9.218,9.140714285714285,1.0855930352094365,10.745,8.926,8.798857142857143,0.5758820563771221,9.7
bz2file,4.0,1.604,1.59225,0.06533184522114772,1.65,1.576,1.57225,0.07978460586687977,1.6640000000000001,0.7645,0.7637499999999999,0.0401611337821365,0.799
cabinetry,4.0,1.4085,1.3735,0.10194933382159328,1.449,10.706,10.686749999999998,0.44212771533423084,11.102,1.2075,1.20575,0.018191115047370397,1.224
cachecontrol,4.0,0.969,0.9632499999999999,0.021328775554791384,0.982,1.968,1.9742499999999998,0.10453827050415532,2.086,0.8085,0.80325,0.03147882886428058,0.831
cached-property,4.0,0.8855,0.8932500000000001,0.03323025729662651,0.937,0.8605,0.852,0.07212489168102788,0.9309999999999999,0.796,0.79175,0.021171915359740143,0.812
cached_property,7.0,0.899,0.8924285714285715,0.0426882385943215,0.9390000000000001,0.898,0.8844285714285715,0.030159891372799178,0.9209999999999999,0.774,0.7714285714285715,0.0426335436906088,0.812
cachetools,4.0,0.909,0.9115000000000001,0.04859012245302537,0.9620000000000001,0.8985000000000001,0.901,0.030670289641062515,0.9359999999999999,0.784,0.773,0.042174241743825856,0.8109999999999999
cachey,4.0,0.883,0.89,0.028554042329122804,0.927,0.9615,0.9590000000000001,0.02846049894151538,0.988,0.771,0.7745,0.016217274740226884,0.797
cachy,7.0,0.9059999999999999,0.9042857142857141,0.022499735448180173,0.94,0.927,0.9155714285714286,0.042070802000346796,0.956,0.778,0.7737142857142858,0.02704757712941087,0.8140000000000001
cadcad,7.0,1.07,1.0255714285714288,0.08407706215700197,1.1159999999999999,8.431000000000001,8.355714285714285,0.21754977536624734,8.551,0.84,0.8195714285714286,0.06529639383318994,0.887
cadctap,7.0,1.028,1.0674285714285714,0.06691252285100092,1.179,5.909,5.923142857142857,0.18147215449523624,6.221,0.91,0.9082857142857143,0.022028120556191258,0.9309999999999999
cairocffi,4.0,3.13,3.08675,0.1099132233476331,3.1630000000000003,5.5885,5.590750000000001,0.05719192833492032,5.6610000000000005,0.7615000000000001,0.75425,0.03462537605090616,0.7879999999999999
cairosvg,4.0,0.9815,0.9945,0.03563238227605142,1.047,6.8125,6.85525,0.17407158489158062,7.0920000000000005,0.87,0.8694999999999999,0.014730919862656254,0.884
calendar,7.0,0.76,0.7582857142857142,0.03585951424524264,0.802,0.792,0.7662857142857141,0.05504759845114127,0.81,0.747,0.7507142857142858,0.03426229358791906,0.792
calliope,4.0,4.8045,4.814500000000001,0.10070584226680554,4.921,35.6175,35.9955,1.915063184336227,38.652,1.2015,1.18075,0.04754909743272382,1.21
calmap,4.0,0.9645,0.95625,0.06374624171928357,1.025,9.534500000000001,9.440249999999999,0.2774663643278827,9.642999999999999,0.839,0.82625,0.04486553985707368,0.8640000000000001
calysto,1.0,1.555,1.555,,1.555,18.08,18.08,,18.08,1.3359999999999999,1.3359999999999999,,1.3359999999999999
calysto_bash,4.0,1.119,1.12075,0.042601838770957634,1.1740000000000002,5.651,5.61725,0.17996921032961888,5.791,0.942,0.94275,0.03936474734242979,0.982
camb,4.0,1.8495,1.86575,0.06885431480064741,1.9609999999999999,14.5715,14.700750000000001,0.7795119733953202,15.759,1.822,1.8155000000000001,0.07810036278191455,1.886
camelot,1.0,2.635,2.635,,2.635,25.119,25.119,,25.119,0.7190000000000001,0.7190000000000001,,0.7190000000000001
camelot-py,4.0,1.072,1.07375,0.07686514164431116,1.148,9.824,9.882249999999999,0.22361779148061256,10.201,0.9135,0.9065000000000001,0.04855580981372535,0.9570000000000001
cameo,4.0,2.6655,2.689,0.10264826674945209,2.832,43.564499999999995,43.570750000000004,0.5319613864432869,44.133,1.8944999999999999,1.88425,0.034267331381360774,1.913
camera-calibration,1.0,2.376,2.376,,2.376,2.424,2.424,,2.424,2.34,2.34,,2.34
camera-calibration-parsers,7.0,0.755,0.7657142857142857,0.037712572111142095,0.813,0.763,0.7601428571428571,0.08503416680258309,0.862,0.7659999999999999,0.7644285714285715,0.023768726952707864,0.795
caproto,7.0,1.347,1.3624285714285715,0.07521271422407505,1.476,1.406,1.3807142857142858,0.07643889560887676,1.46,0.8079999999999999,0.7957142857142857,0.05370510306514731,0.846
captum,4.0,1.38,1.37175,0.0639029211643203,1.439,44.592999999999996,74.16425000000001,61.741407603946534,166.63,0.8405,0.82575,0.06257994886543133,0.884
carball,7.0,1.994,1.9951428571428573,0.05065382042659292,2.063,8.575,8.564714285714286,0.146564791458379,8.75,0.794,0.7952857142857143,0.03930951659888601,0.853
carto,7.0,0.9570000000000001,0.9505714285714285,0.044955003958985246,1.008,4.125,4.1659999999999995,0.18347933580288198,4.489,0.802,0.8062857142857144,0.034130701163391966,0.8440000000000001
carto2gpd,4.0,1.861,1.81975,0.11515026414790963,1.905,10.756,10.858,0.2377926267429948,11.213,0.9635,0.9515,0.054799635035281034,1.004
cartoframes,4.0,1.4255,1.3980000000000001,0.11206248257110864,1.499,12.776499999999999,12.800500000000001,0.17094346043843536,13.005,1.022,1.0255,0.015154757228892299,1.045
cartopy,4.0,17.509999999999998,17.48425,0.1248609226299402,17.593,18.359,18.9795,1.6904426442010188,21.475,17.926000000000002,17.85875,0.43067263282761187,18.308
casadi,4.0,2.3724999999999996,2.36725,0.02795681193078586,2.3930000000000002,2.2784999999999997,2.3335,0.11986798293678476,2.513,0.7464999999999999,0.7515,0.04502221673796169,0.8109999999999999
cassandra-driver,7.0,1.358,1.3405714285714285,0.06701208135567091,1.4240000000000002,2.057,2.0424285714285717,0.0763584903440281,2.146,0.812,0.8157142857142857,0.03413070116339194,0.8590000000000001
castep-parse,7.0,1.042,1.0558571428571428,0.051027536916938517,1.143,8.58,8.632428571428573,0.2483289868587349,8.993,0.929,0.9237142857142856,0.017857904745651437,0.945
catalogue,4.0,0.967,0.94325,0.05911218148571413,0.983,1.1069999999999998,1.1105,0.0308382878902186,1.145,0.8125,0.8132499999999999,0.03830905027970978,0.852
catalyst,1.0,1.514,1.514,,1.514,41.485,41.485,,41.485,0.8490000000000001,0.8490000000000001,,0.8490000000000001
catboost,4.0,3.6085000000000003,3.6695,0.32318261091834727,4.093,23.448,23.80675,1.9950816817029484,26.487,0.867,0.856,0.0598999165274878,0.907
categorical-distance,4.0,0.871,0.88525,0.036944778611688274,0.94,3.3825000000000003,3.359,0.25817435968740227,3.6310000000000002,0.8089999999999999,0.808,0.03978274332756188,0.853
category-encoders,4.0,1.0155,1.0195,0.06544463308782467,1.103,14.4805,14.59175,0.5769704642931617,15.356,0.831,0.81275,0.048937885800948384,0.848
category_encoders,4.0,1.0805,1.07825,0.01763282923034937,1.0959999999999999,14.065999999999999,14.15,0.37167010461788086,14.62,0.8654999999999999,0.86025,0.014407752542757406,0.871
catkin,7.0,0.77,0.765,0.031326240331921905,0.815,0.759,0.7545714285714286,0.04670066788550651,0.8079999999999999,0.774,0.7595714285714286,0.041716731826519145,0.802
causalgraphicalmodels,4.0,0.9735,0.97375,0.012311918344975071,0.9890000000000001,7.6215,7.56575,0.26086698398481395,7.819,0.879,0.87725,0.009639329160614144,0.887
causalinference,1.0,0.9079999999999999,0.9079999999999999,,0.9079999999999999,0.919,0.919,,0.919,0.813,0.813,,0.813
cbayes,7.0,2.3080000000000003,2.244142857142857,0.13179330859522498,2.407,26.226,26.36385714285714,0.5394668443847828,27.36,1.348,1.3552857142857142,0.030960804714532737,1.395
cbsodata,1.0,0.968,0.968,,0.968,1.909,1.909,,1.909,0.8759999999999999,0.8759999999999999,,0.8759999999999999
ccdproc,4.0,19.647999999999996,19.561249999999998,0.3845364091994414,19.928,28.549,28.588749999999997,0.3739397233066678,29.07,19.234499999999997,19.228749999999998,0.5082429701104261,19.785
cchardet,4.0,0.9604999999999999,0.97325,0.04191558978073278,1.034,0.97,0.96525,0.07341378163079011,1.046,0.7894999999999999,0.7765,0.03568846685788926,0.8029999999999999
cclib,4.0,1.905,1.883,0.08134289561274959,1.955,8.126,8.09625,0.11635398575038199,8.195,0.8059999999999999,0.794,0.03774475681027315,0.825
ccxt,4.0,2.617,2.6327499999999997,0.07239417564049398,2.733,8.263,8.255749999999999,0.06463938427924568,8.327,0.9485,0.9424999999999999,0.02585214368932171,0.9670000000000001
cdflib,4.0,3.673,3.68675,0.09967405212324139,3.8,6.124499999999999,6.162,0.14037331180344303,6.348,0.8095000000000001,0.79175,0.06937999231286592,0.852
cdlib,4.0,3.7179999999999995,3.633,1.2643343439665524,4.787,25.6755,26.325249999999997,1.5995962771899659,28.705,1.1465,1.14125,0.043927022814360416,1.189
cdsapi,4.0,1.7209999999999999,1.6855,0.07573858549863029,1.7280000000000002,2.79,2.78475,0.0575405654009991,2.8489999999999998,0.8360000000000001,0.81625,0.043714032834625,0.8420000000000001
cegaltools,4.0,1.0350000000000001,1.042,0.04209513035969837,1.097,18.424500000000002,18.41275,0.2736608302260281,18.658,0.897,0.8920000000000001,0.028354893757515643,0.9209999999999999
celery,4.0,1.524,1.5,0.06360293494276294,1.546,4.5455000000000005,4.4952499999999995,0.13882933167502193,4.5969999999999995,0.9515,0.9377500000000001,0.04327720724199595,0.973
cellpose,1.0,5.117,5.117,,5.117,45.691,45.691,,45.691,0.773,0.773,,0.773
cellrank,4.0,2.9215,2.935,0.1393389153586798,3.116,44.829499999999996,44.89225,0.6669879434192696,45.766999999999996,1.918,1.9292500000000001,0.025953484030729654,1.9680000000000002
celluloid,4.0,0.927,0.9267500000000001,0.012763881332363908,0.9420000000000001,5.9785,5.921,0.2474200207474458,6.127999999999999,0.7915000000000001,0.7722500000000001,0.0601186327189832,0.821
cement,1.0,0.996,0.996,,0.996,1.19,1.19,,1.19,0.81,0.81,,0.81
cenpy,4.0,1.8639999999999999,1.859,0.07355723395198235,1.939,14.6475,14.686,0.2881978487081402,15.071,0.9975,0.9864999999999999,0.053157000166174424,1.038
census,4.0,0.9650000000000001,0.964,0.012409673645990866,0.978,1.7294999999999998,1.72975,0.08648843853371373,1.8219999999999998,0.825,0.82,0.018547236990991405,0.836
census-area,7.0,0.9259999999999999,0.9427142857142857,0.048427658370378525,1.012,4.462,4.3751428571428574,0.1878877577805682,4.5089999999999995,0.8270000000000001,0.8374285714285714,0.017709292691099998,0.8690000000000001
census-data-aggregator,1.0,0.92,0.92,,0.92,3.117,3.117,,3.117,0.759,0.759,,0.759
census-data-downloader,4.0,1.119,1.12,0.0063245553203367605,1.128,10.092,10.199750000000002,0.36999222964813744,10.724,0.9215,0.92075,0.00262995563967654,0.9229999999999999
census-error-analyzer,1.0,0.914,0.914,,0.914,0.965,0.965,,0.965,0.797,0.797,,0.797
census_area,7.0,0.945,0.9667142857142856,0.04981537341595892,1.067,4.479,4.485285714285714,0.08127466658542126,4.627,0.8640000000000001,0.8527142857142856,0.03616496594640675,0.897
censusdata,4.0,6.428,6.4395,0.03602314071075296,6.492000000000001,12.627,12.573500000000001,0.25167770395223,12.818,0.8270000000000001,0.80925,0.03550000000000009,0.8270000000000001
censusgeocode,1.0,0.986,0.986,,0.986,3.4130000000000003,3.4130000000000003,,3.4130000000000003,0.853,0.853,,0.853
certifi,4.0,0.911,0.90925,0.035705975223576575,0.941,0.9255,0.9165,0.03589336057453158,0.9470000000000001,0.7775000000000001,0.77925,0.03742882133686105,0.816
certipy,4.0,0.9405,0.92425,0.06085159543238501,0.972,2.4365,2.4750000000000005,0.09870157040290697,2.62,0.8225,0.8122500000000001,0.06585527060658598,0.8690000000000001
cesium,1.0,1.36,1.36,,1.36,14.133,14.133,,14.133,0.8370000000000001,0.8370000000000001,,0.8370000000000001
cesiumpy,4.0,2.399,2.3975,0.03944194045260292,2.436,2.901,2.9257500000000003,0.09485207781944838,3.053,0.804,0.7955000000000001,0.06542935121182236,0.866
ceviche,1.0,0.97,0.97,,0.97,11.603,11.603,,11.603,0.857,0.857,,0.857
cf-xarray,1.0,1.001,1.001,,1.001,6.402,6.402,,6.402,0.746,0.746,,0.746
cf_xarray,7.0,0.9590000000000001,0.9551428571428572,0.030541930584190684,0.993,6.5520000000000005,6.573285714285715,0.17132397602759783,6.907,0.823,0.8241428571428572,0.011567606658662077,0.8370000000000001
cfdm,4.0,4.1725,4.1515,0.08142276503943204,4.225,7.715,7.6755,0.09869988179661963,7.742000000000001,0.754,0.7585000000000001,0.04651523048063576,0.809
cffi,4.0,1.3045,1.29,0.03889301565405635,1.318,1.5435,1.5220000000000002,0.04400757510550509,1.545,0.755,0.75575,0.036926729253121335,0.7959999999999999
cffi_magic,4.0,0.8785,0.877,0.016391054470858986,0.894,1.6079999999999999,1.5817499999999998,0.08475208945310234,1.6469999999999998,0.7965,0.77325,0.056617871148015884,0.8109999999999999
cfgeom,7.0,1.67,1.6781428571428572,0.033363795604560056,1.712,4.793,4.787857142857143,0.0964441609973158,4.936,0.758,0.7707142857142857,0.031057550266745594,0.8079999999999999
cfgv,1.0,0.951,0.951,,0.951,0.8959999999999999,0.8959999999999999,,0.8959999999999999,0.784,0.784,,0.784
cfscrape,7.0,0.925,0.9362857142857143,0.030614344599192364,0.9890000000000001,1.805,1.804285714285714,0.15605844448551334,2.0909999999999997,0.838,0.835,0.02305066882616061,0.861
cftime,4.0,1.111,1.0945,0.04505922029211471,1.127,3.3015,3.302,0.10509995242624988,3.424,0.762,0.7582499999999999,0.029216148502725935,0.787
chainer,4.0,2.8550000000000004,2.8577500000000002,0.029341381471680358,2.8960000000000004,5.918,5.8629999999999995,0.1875704312162946,6.007999999999999,0.7755,0.77725,0.019619293225462225,0.7979999999999999
chainercv,7.0,1.869,1.9021428571428574,0.07439630047125673,2.033,7.507999999999999,7.478142857142857,0.16329158844577024,7.706,1.855,1.879,0.1270852732092381,2.075
chakin,1.0,0.907,0.907,,0.907,6.901,6.901,,6.901,0.865,0.865,,0.865
chama,4.0,1.0010000000000001,1.00325,0.04050822961654414,1.052,11.2605,11.3795,0.32133730979559005,11.847000000000001,0.7975,0.7945,0.036936883102575556,0.833
channels,4.0,1.407,1.387,0.046375280771836426,1.416,9.2445,9.19725,0.27818863504224384,9.474,1.1635,1.142,0.06899758449878275,1.198
chaospy,4.0,1.1295,1.12375,0.04090130397269344,1.167,6.328,6.4342500000000005,0.2525277212505588,6.808,0.7845,0.79,0.03518522417151834,0.836
chardet,4.0,1.072,1.06325,0.04660740284547076,1.11,1.137,1.12,0.060503443428177456,1.171,0.776,0.76125,0.04512482686947391,0.7959999999999999
chart-studio,4.0,0.9815,0.9735,0.06271894982113989,1.031,8.985999999999999,9.034249999999998,0.15452588779877616,9.259,0.8155000000000001,0.8125,0.06619415885610047,0.8859999999999999
chart_studio,4.0,0.9869999999999999,0.992,0.027640549922170545,1.0270000000000001,9.237,9.271,0.26010895153121294,9.562000000000001,0.86,0.847,0.029529646120466827,0.865
chart_studio.plotly,7.0,0.777,0.7538571428571429,0.04607757434091834,0.802,0.772,0.7708571428571428,0.03148771491353712,0.83,0.754,0.7457142857142857,0.03920762802361417,0.8009999999999999
chartpress,1.0,1.037,1.037,,1.037,2.925,2.925,,2.925,0.895,0.895,,0.895
charts,4.0,1.6215,1.62125,0.04912823356618209,1.681,1.5965,1.60125,0.08528921385497708,1.7080000000000002,0.764,0.7647499999999999,0.008655441448399153,0.7759999999999999
chatterbot,4.0,1.088,1.09,0.01593737745050923,1.11,2.6215,2.61875,0.059701340018461606,2.6889999999999996,0.798,0.8,0.03967366884975483,0.8490000000000001
chatterbot-corpus,4.0,0.9425,0.9410000000000001,0.01485485330343814,0.9570000000000001,2.05,2.0415,0.021439838307848187,2.056,0.796,0.7815000000000001,0.0441323766260856,0.8170000000000001
check-manifest,4.0,1.0385,1.0325,0.03861346915261566,1.073,1.9495,1.908,0.0959270556204036,1.9680000000000002,0.8885000000000001,0.8947500000000002,0.03106310780760132,0.938
chembl-webresource-client,4.0,1.7755,1.7817500000000002,0.04334647236704113,1.838,3.849,3.84475,0.1235566671612666,3.9739999999999998,0.8815,0.85775,0.07256893274673396,0.915
chembl_webresource_client,4.0,1.754,1.7585,0.09799829930497095,1.854,3.751,3.769,0.12621674479508113,3.9389999999999996,0.858,0.85375,0.014338177476002079,0.866
chemlab,7.0,3.0660000000000003,3.085142857142858,0.08408414153181819,3.214,3.1689999999999996,3.407142857142857,0.4637630244609234,4.328,3.0239999999999996,3.0251428571428574,0.030520094863486138,3.072
chemspipy,7.0,1.633,1.6622857142857144,0.0523663832552726,1.746,2.719,2.6957142857142853,0.06779556102900887,2.767,0.768,0.7678571428571429,0.05619439050127267,0.838
chemview,7.0,1.4709999999999999,1.4698571428571428,0.03054738707553975,1.527,15.895999999999999,15.951857142857145,0.2951030489910418,16.438,1.266,1.2495714285714286,0.04727175739930814,1.305
cherrypy,4.0,1.4615,1.4595,0.015716233645501787,1.474,3.1155,3.11625,0.10373805152080544,3.2439999999999998,0.9530000000000001,0.9417500000000001,0.06025708810311583,1.002
chess,4.0,0.759,0.7625000000000001,0.027922511825884656,0.794,0.7945,0.79525,0.023056091024571675,0.8240000000000001,0.773,0.7705000000000001,0.05704092098368213,0.83
chest,7.0,1.56,1.580714285714286,0.043330952315537984,1.656,1.7180000000000002,1.7029999999999998,0.08219894565422763,1.831,0.752,0.7565714285714286,0.054042752035948785,0.821
chiantipy,1.0,1.158,1.158,,1.158,0.9990000000000001,0.9990000000000001,,0.9990000000000001,0.76,0.76,,0.76
chombopy,7.0,1.6440000000000001,1.6340000000000001,0.039983329859663595,1.669,26.316,26.233857142857147,0.3326762332816642,26.651,1.4469999999999998,1.4382857142857142,0.041080061204572554,1.499
chord,4.0,0.9059999999999999,0.9072499999999999,0.04161229786172986,0.958,0.9345000000000001,0.926,0.021556128285632956,0.941,0.7569999999999999,0.757,0.017165857586111628,0.7759999999999999
chromedriver,1.0,1.405,1.405,,1.405,1.405,1.405,,1.405,0.828,0.828,,0.828
chromedriver-py,1.0,1.56,1.56,,1.56,1.548,1.548,,1.548,0.787,0.787,,0.787
chromedriver_binary,7.0,1.8880000000000001,1.8925714285714288,0.05464386864921244,1.994,1.943,1.9305714285714288,0.08141633157800131,2.056,0.779,0.7611428571428572,0.04717141991866324,0.802
chromium-browser,1.0,0.7879999999999999,0.7879999999999999,,0.7879999999999999,0.846,0.846,,0.846,0.7929999999999999,0.7929999999999999,,0.7929999999999999
ci-info,7.0,0.903,0.8922857142857143,0.03635342389062449,0.9329999999999999,0.91,0.8875714285714287,0.05541617436229589,0.922,0.784,0.7815714285714286,0.03174301572974832,0.835
cirq,4.0,1.367,1.37025,0.07574243636606012,1.4580000000000002,26.876,26.701999999999998,0.7958098600377693,27.465,1.0350000000000001,1.0455,0.05002332789142822,1.114
ciscoconfparse,7.0,1.0979999999999999,1.1004285714285715,0.07137893513462058,1.218,1.835,1.8072857142857142,0.06646230582245923,1.871,0.792,0.7877142857142857,0.059804443217635825,0.883
citeproc-py,1.0,0.992,0.992,,0.992,1.7619999999999998,1.7619999999999998,,1.7619999999999998,0.825,0.825,,0.825
citipy,7.0,1.643,1.6437142857142857,0.06277928077987266,1.726,1.724,1.743857142857143,0.06282894389114137,1.851,0.777,0.7687142857142858,0.02523036719057869,0.7909999999999999
citrination_client,7.0,1.859,1.8731428571428574,0.08887524696904932,2.021,6.007999999999999,6.007857142857142,0.11949118317743311,6.178999999999999,0.799,0.8094285714285714,0.04615501830013412,0.8740000000000001
ckanapi,4.0,1.633,1.6357499999999998,0.05048679695392311,1.69,3.5615,3.547,0.14104136509076587,3.685,0.8135,0.8072499999999999,0.029578990291534043,0.833
ckiptagger,4.0,0.9535,0.9460000000000001,0.01957890020745122,0.96,0.943,0.944,0.007438637868140516,0.9540000000000001,0.754,0.7525,0.023158871590242356,0.779
clarifai,4.0,1.9855,1.991,0.051929439306299625,2.05,6.221,6.2795000000000005,0.20033555184573,6.5489999999999995,0.8180000000000001,0.7935000000000001,0.06696018717616219,0.8420000000000001
cldfbench,7.0,1.347,1.3219999999999998,0.05645056834671079,1.369,7.928,7.955857142857144,0.30219388289166743,8.414,1.07,1.0615714285714286,0.048781339133105485,1.1320000000000001
clean-ipynb,1.0,0.8009999999999999,0.8009999999999999,,0.8009999999999999,0.86,0.86,,0.86,0.696,0.696,,0.696
clean-text,7.0,0.9009999999999999,0.9094285714285714,0.023803761207402713,0.9440000000000001,2.033,2.0522857142857145,0.08247770261453367,2.1790000000000003,0.779,0.7924285714285713,0.055772923965119875,0.867
cleanipynb,1.0,1.1059999999999999,1.1059999999999999,,1.1059999999999999,5.13,5.13,,5.13,1.034,1.034,,1.034
cleo,7.0,0.992,0.9702857142857144,0.05753756536882167,1.014,1.318,1.3181428571428573,0.022274264457953694,1.348,0.8009999999999999,0.7944285714285716,0.04089766555219318,0.8340000000000001
clevercsv,1.0,1.169,1.169,,1.169,2.319,2.319,,2.319,0.843,0.843,,0.843
clhs,1.0,1.631,1.631,,1.631,7.374,7.374,,7.374,0.8240000000000001,0.8240000000000001,,0.8240000000000001
cli-pipeline,7.0,1.3769999999999998,1.375714285714286,0.029623832104767076,1.413,9.706,9.710142857142857,0.18637724161086874,10.074,0.977,0.9552857142857142,0.0424134974024161,1.002
click,4.0,1.0815,1.0832499999999998,0.01170113954564545,1.0979999999999999,1.3980000000000001,1.3865,0.02949011133696617,1.4069999999999998,0.8575,0.84875,0.02665051594247283,0.87
click-completion,4.0,1.73,1.7257500000000001,0.03974397228930846,1.765,2.7664999999999997,2.72325,0.09434466951909204,2.778,0.8335,0.82675,0.039769125378028305,0.867
click-datetime,4.0,0.9535,0.9497499999999999,0.017134273644754672,0.966,1.399,1.38575,0.09555583010296474,1.4680000000000002,0.8235,0.79975,0.06710874259985308,0.851
click-default-group,4.0,1.6945000000000001,1.69175,0.011086778913041821,1.702,2.168,2.1767499999999997,0.05463439087851777,2.245,0.792,0.79,0.06263119563497622,0.8640000000000001
click-plugins,4.0,0.96,0.9525000000000001,0.03304037933599831,0.983,1.435,1.4125,0.0770865314651874,1.475,0.8494999999999999,0.835,0.044549597828338096,0.871
click-spinner,4.0,0.898,0.88975,0.04126641087696709,0.9279999999999999,0.8734999999999999,0.87425,0.03657298638795207,0.9179999999999999,0.7909999999999999,0.79275,0.009912113800799547,0.8059999999999999
click_completion,7.0,1.705,1.7041428571428572,0.04208494810669065,1.7819999999999998,2.738,2.741285714285714,0.18053874402808423,3.076,0.853,0.8339999999999999,0.048339080118126675,0.878
click_log,7.0,0.971,0.9555714285714286,0.040627811258041525,0.993,1.436,1.3935714285714285,0.11380957362023217,1.495,0.818,0.8230000000000001,0.042245315322135615,0.894
cliff,7.0,1.163,1.1444285714285714,0.04241405876537142,1.176,3.617,3.6378571428571433,0.10845956016173115,3.823,0.955,0.9471428571428573,0.04046162202807562,0.996
cligj,4.0,0.977,0.9704999999999999,0.01650252505931539,0.982,1.4625,1.42625,0.08680389776194758,1.482,0.8454999999999999,0.8407500000000001,0.019754746265138397,0.858
clikit,7.0,1.067,1.0524285714285715,0.04841782434481879,1.1179999999999999,1.2009999999999998,1.2277142857142855,0.042062312052930415,1.284,0.7759999999999999,0.7754285714285716,0.04967513510418513,0.8270000000000001
clinical-sectionizer,4.0,1.8,1.7937500000000002,0.057662090377185025,1.847,8.325,8.39025,0.2734171111446149,8.776,0.8915,0.8805,0.03167017524422622,0.904
clint,4.0,1.6709999999999998,1.6792500000000001,0.0338759993702522,1.7269999999999999,2.3925,2.40925,0.055391786394735534,2.489,0.765,0.7542500000000001,0.043797830996523075,0.79
cloud-sptheme,1.0,1.111,1.111,,1.111,5.809,5.809,,5.809,0.87,0.87,,0.87
cloud_sptheme,7.0,1.091,1.0937142857142859,0.043580248912071316,1.147,5.83,5.957714285714286,0.3085685846429795,6.531000000000001,0.953,0.9441428571428572,0.03032836170665219,0.976
cloudpickle,4.0,0.9435,0.9275,0.04525851669391446,0.961,0.9175,0.9185,0.02148642982597777,0.9440000000000001,0.776,0.7822500000000001,0.015628499608087792,0.805
cloudscraper,7.0,0.97,0.9794285714285713,0.043018822015706615,1.053,2.102,2.121714285714286,0.05533749267213063,2.213,0.847,0.8318571428571427,0.02873690177819322,0.8490000000000001
