library,real_time_solo_len,real_time_solo_median,real_time_solo_average,real_time_solo_std,real_time_solo_max,real_time_full_median,real_time_full_average,real_time_full_std,real_time_full_max,real_time_constant_median,real_time_constant_average,real_time_constant_std,real_time_constant_max
more_itertools,4.0,0.922,0.903,0.0587367006223537,0.9470000000000001,0.8919999999999999,0.8837499999999999,0.07586556091754239,0.963,0.7825,0.7905,0.052322716545174376,0.861
morphr,1.0,1.16,1.16,,1.16,8.177999999999999,8.177999999999999,,8.177999999999999,0.9209999999999999,0.9209999999999999,,0.9209999999999999
mortgage,1.0,0.846,0.846,,0.846,0.97,0.97,,0.97,0.85,0.85,,0.85
mosek,1.0,2.025,2.025,,2.025,4.401,4.401,,4.401,0.8170000000000001,0.8170000000000001,,0.8170000000000001
mosestokenizer,7.0,1.661,1.637,0.07749838707999028,1.715,3.9410000000000003,3.9147142857142856,0.11201891847022133,4.047,0.7829999999999999,0.7692857142857142,0.035901319779428224,0.807
moto,4.0,2.4835000000000003,2.4765,0.040352612472222125,2.516,8.5425,8.5535,0.4676212855149635,9.059,0.9550000000000001,0.98,0.05777542730261706,1.0659999999999998
motor,1.0,0.9309999999999999,0.9309999999999999,,0.9309999999999999,1.7069999999999999,1.7069999999999999,,1.7069999999999999,0.79,0.79,,0.79
mousai,7.0,0.9279999999999999,0.9241428571428572,0.049320139805927025,0.985,8.722000000000001,8.636285714285714,0.2030925193811215,8.879,0.821,0.815857142857143,0.03190312717915789,0.86
mouseinfo,4.0,1.6664999999999999,1.641,0.11698148001571296,1.743,4.1625,4.13775,0.09443295681769859,4.22,0.7809999999999999,0.784,0.035618347332051555,0.821
moviepy,4.0,2.008,2.0162500000000003,0.07785188929413772,2.119,7.898,7.904249999999999,0.1908042190309221,8.128,0.898,0.8845,0.041709311510341,0.9179999999999999
mpds_client,4.0,1.81,1.7959999999999998,0.05216640042530565,1.839,15.7925,15.921,0.5168113775837382,16.635,0.8925000000000001,0.9015000000000001,0.04261846235299122,0.958
mpi4py,4.0,3.0039999999999996,3.0004999999999997,0.02278157149978877,3.0239999999999996,2.987,2.9939999999999998,0.07564390259630971,3.0869999999999997,3.105,3.0595,0.09710647077649716,3.114
mpl-finance,1.0,0.898,0.898,,0.898,5.973,5.973,,5.973,0.813,0.813,,0.813
mpl-interactions,4.0,1.1055000000000001,1.11375,0.019956202043475143,1.143,5.9915,6.0255,0.12460203315623167,6.197,0.8425,0.848,0.043011626335213146,0.9
mpl-scatter-density,4.0,1.008,1.01,0.02542964149701413,1.043,6.155,6.15025,0.07726739286400218,6.231,0.832,0.83325,0.036206583195141015,0.868
mpl_finance,4.0,0.8955,0.8965,0.057668593416752165,0.9670000000000001,6.0675,6.036999999999999,0.1373244333685747,6.169,0.821,0.8145,0.01973997635932398,0.83
mpl_toolkits,4.0,0.7675,0.76775,0.057116109811505875,0.8370000000000001,0.8175,0.7977500000000001,0.07227897342934526,0.862,0.7715,0.78175,0.02502498751248442,0.8190000000000001
mplcairo,1.0,5.906000000000001,5.906000000000001,,5.906000000000001,6.002999999999999,6.002999999999999,,6.002999999999999,5.707000000000001,5.707000000000001,,5.707000000000001
mplcursors,4.0,2.59,2.57325,0.10947868894599214,2.6689999999999996,7.492,7.49475,0.19428565738794681,7.71,0.768,0.769,0.0661916409626875,0.851
mplcyperpunk,7.0,0.774,0.7705714285714286,0.018428755997599192,0.797,0.813,0.7994285714285715,0.051250551681118965,0.845,0.764,0.7667142857142857,0.02059704093402969,0.7979999999999999
mpld3,4.0,1.845,1.8485,0.051293274412928545,1.911,7.3294999999999995,7.299499999999999,0.24443472202887492,7.516,0.8300000000000001,0.8185,0.03348133808556643,0.843
mpldatacursor,4.0,0.9715,0.9725,0.015154757228892392,0.988,5.9245,5.92175,0.15508787831419882,6.108,0.817,0.821,0.02355136231020762,0.853
mplex-image,7.0,6.9,6.712000000000001,1.6178741195367043,8.035,20.574,20.154857142857143,2.052794390464814,22.201,0.938,0.9331428571428572,0.040936652572108496,0.975
mplfinance,4.0,0.9835,0.982,0.045570458267024994,1.036,9.062,9.07675,0.11014649336224973,9.21,0.806,0.8062499999999999,0.03204554051138268,0.8390000000000001
mplhep,4.0,1.3645,1.36225,0.03001527388958283,1.391,9.760000000000002,9.74175,0.20378317725792136,9.956,0.85,0.84675,0.035966419523401724,0.878
mplleaflet,4.0,1.585,1.605,0.08598061797095129,1.725,2.0975,2.08875,0.032694291040894136,2.1180000000000003,0.74,0.7359999999999999,0.049152822909778016,0.7859999999999999
mplstereonet,4.0,0.9305,0.94025,0.08391017022189054,1.043,5.943,5.888000000000001,0.11916375287813012,5.956,0.8049999999999999,0.79475,0.06934154598795735,0.858
mpltools,7.0,1.675,1.6844285714285714,0.04276625282804634,1.7409999999999999,8.647,8.640857142857142,0.10048619900501796,8.802999999999999,0.784,0.784,0.04675824347998254,0.841
mpmath,4.0,1.285,1.293,0.03760319135392637,1.344,1.316,1.28925,0.07365403360758094,1.344,0.768,0.755,0.04275511665286387,0.79
mpu,4.0,0.967,0.97375,0.03321018919950127,1.0190000000000001,1.0175,1.007,0.048614126890579194,1.05,0.7855000000000001,0.7785,0.028548204847240417,0.8029999999999999
mrc,1.0,0.9790000000000001,0.9790000000000001,,0.9790000000000001,3.083,3.083,,3.083,0.8220000000000001,0.8220000000000001,,0.8220000000000001
mrcnn,1.0,1.599,1.599,,1.599,1.5630000000000002,1.5630000000000002,,1.5630000000000002,0.7120000000000001,0.7120000000000001,,0.7120000000000001
mrcz,7.0,0.909,0.9078571428571428,0.04214035505082416,0.966,3.145,3.1505714285714284,0.08830601554227431,3.283,0.7929999999999999,0.7847142857142858,0.030114859486717903,0.812
mrjob,4.0,1.1745,1.161,0.05031235766025415,1.204,1.431,1.3875,0.08834213792598264,1.433,0.7735000000000001,0.763,0.04143267631552012,0.8009999999999999
msal,4.0,1.0855000000000001,1.0587499999999999,0.10750930192313597,1.158,3.4444999999999997,3.4377500000000003,0.23729218978578553,3.6910000000000003,0.885,0.87225,0.03260240277443775,0.895
msal-extensions,7.0,1.021,1.016,0.03290390047800817,1.054,3.449,3.394428571428571,0.1858779681608853,3.5810000000000004,0.862,0.88,0.03528455752875473,0.924
msgpack,4.0,1.0565,1.0350000000000001,0.05494846070030843,1.072,1.0285000000000002,1.0055,0.05044138512504722,1.035,0.7665,0.7682500000000001,0.045146982180429326,0.8190000000000001
msgpack-numpy,4.0,0.9115,0.9620000000000001,0.14505860884483907,1.175,3.3035,3.3129999999999997,0.03045214825481664,3.3569999999999998,0.8085,0.7797499999999999,0.06560678318588703,0.82
msgpack-python,4.0,1.7015000000000002,1.7015,0.04228869037146144,1.7409999999999999,1.6555,1.6495,0.029557852876463543,1.676,0.7324999999999999,0.7399999999999999,0.05158165048412729,0.8
mshr,7.0,0.7609999999999999,0.7495714285714287,0.055178066726001264,0.807,0.7909999999999999,0.7815714285714286,0.035505197473314334,0.8190000000000001,0.757,0.7491428571428571,0.05352080147453132,0.805
msmb_theme,4.0,1.5735000000000001,1.5635000000000001,0.04966890375275048,1.609,1.632,1.6320000000000001,0.05949229642006888,1.685,0.8109999999999999,0.8012499999999999,0.049039949700898595,0.848
msrest,4.0,1.0975000000000001,1.0982500000000002,0.02269177530883515,1.126,2.404,2.3585000000000003,0.12104406910983584,2.444,0.8505,0.83925,0.043277207241995914,0.878
msrestazure,4.0,1.0925,1.07825,0.05149352710130992,1.123,3.9505,3.9627499999999998,0.10595714542524536,4.103,0.942,0.9437500000000001,0.020613506898794935,0.9670000000000001
mss,1.0,1.01,1.01,,1.01,0.955,0.955,,0.955,0.8140000000000001,0.8140000000000001,,0.8140000000000001
msticpy,4.0,3.008,3.00075,0.10249349572859066,3.117,36.0105,36.0725,0.42336627168446095,36.605,2.343,2.33125,0.036827299656640416,2.3609999999999998
mtcnn,4.0,1.0554999999999999,1.04075,0.055643957443733315,1.089,8.622,8.762500000000001,0.323681427744421,9.246,0.8200000000000001,0.81925,0.02085465575517062,0.8440000000000001
mtna-rds,1.0,0.95,0.95,,0.95,0.963,0.963,,0.963,0.789,0.789,,0.789
muffle,7.0,1.579,1.5631428571428572,0.055140513150279916,1.6469999999999998,1.585,1.5932857142857142,0.0706298196838377,1.699,0.765,0.7590000000000001,0.042347766568419265,0.8009999999999999
mujoco-py,7.0,11.159,11.196285714285716,0.12950896273452053,11.39,11.945,12.050428571428572,0.245502788268523,12.447000000000001,11.238,11.194285714285716,0.1126110034376663,11.343
multi-key-dict,4.0,1.5655,1.55175,0.08314796048811626,1.6280000000000001,1.608,1.6105,0.02037154878746339,1.636,0.776,0.7777499999999999,0.018337120820892235,0.8009999999999999
multicoretsne,7.0,1.604,1.6059999999999999,0.029647934160747232,1.6580000000000001,4.433,4.475428571428572,0.09852217541050855,4.649,1.5859999999999999,1.5894285714285714,0.06717851130348432,1.675
multidict,4.0,1.357,1.3525,0.059852596713370274,1.421,1.3685,1.335,0.07561745830163825,1.381,0.777,0.7677499999999999,0.03320015060206811,0.797
multimethodic,7.0,1.5430000000000001,1.5417142857142856,0.0799973213837278,1.661,1.555,1.5415714285714286,0.07223770285858842,1.633,0.784,0.7697142857142857,0.02544087449829695,0.7929999999999999
multinorm,1.0,2.623,2.623,,2.623,11.05,11.05,,11.05,0.765,0.765,,0.765
multipledispatch,4.0,0.8765,0.887,0.042902991348700514,0.9470000000000001,0.966,0.96125,0.02238116767880231,0.983,0.7915,0.78875,0.037268172301129374,0.83
multiprocess,4.0,1.053,1.04075,0.03902456491322692,1.073,1.1480000000000001,1.154,0.0186368809979924,1.18,0.7905,0.77875,0.04313061557640921,0.815
multiprocessing,7.0,1.9240000000000002,1.923714285714286,0.05150312057119866,1.975,1.8869999999999998,1.901142857142857,0.04391821403255741,1.963,1.8880000000000001,1.8851428571428568,0.04540348214042825,1.93
multiprocessing-on-dill,7.0,1.62,1.643142857142857,0.04092036400713206,1.693,1.8119999999999998,1.7755714285714286,0.10186569121946332,1.892,0.7859999999999999,0.7848571428571428,0.021659705841558786,0.815
multitasking,4.0,1.5965,1.61325,0.07098532712234748,1.709,1.5390000000000001,1.5405,0.08568741642349435,1.639,0.7595000000000001,0.7602500000000001,0.024567933029323592,0.7829999999999999
munch,4.0,0.9135,0.9095,0.02007485989988472,0.929,0.982,0.9652499999999999,0.08779664002682569,1.052,0.7935000000000001,0.78075,0.051603455956618534,0.825
munkres,7.0,0.903,0.8982857142857144,0.030777233391552538,0.937,0.8909999999999999,0.8978571428571429,0.019038807485664368,0.9279999999999999,0.778,0.7827142857142856,0.0249179606289271,0.828
munkres3,7.0,1.567,1.5574285714285716,0.0434237152673404,1.6130000000000002,1.61,1.5795714285714288,0.057384252029214294,1.646,0.78,0.7641428571428571,0.05612910288322982,0.8
murmurhash,4.0,0.9630000000000001,0.9517500000000001,0.028511693507518372,0.971,0.941,0.937,0.025468935326524087,0.9620000000000001,0.7705,0.77025,0.017385338650713605,0.7909999999999999
musdb,1.0,0.976,0.976,,0.976,5.234,5.234,,5.234,0.863,0.863,,0.863
museval,7.0,1.128,1.128857142857143,0.08056556040771716,1.2590000000000001,14.091,13.999428571428572,0.41918248100433825,14.559000000000001,0.938,0.9317142857142857,0.04342316695695319,0.9740000000000001
music21,4.0,8.2635,8.2505,0.13763357148602934,8.405,8.9795,8.9295,0.2762372168988098,9.204,0.7705,0.76075,0.02876774814498583,0.782
mutagen,1.0,1.14,1.14,,1.14,1.112,1.112,,1.112,0.805,0.805,,0.805
mutagene,7.0,1.899,1.899285714285714,0.06116566107905727,2.003,20.359,20.506,0.4714962000553833,21.432,0.929,0.9162857142857144,0.04184779677878028,0.9620000000000001
mvp-module-library,4.0,1.585,1.778,0.40033569247153905,2.378,39.201,39.189750000000004,0.6823305039837114,40.014,1.4565000000000001,1.4295,0.06942862041934397,1.4780000000000002
mw_plot,1.0,2.7439999999999998,2.7439999999999998,,2.7439999999999998,14.73,14.73,,14.73,0.872,0.872,,0.872
mwapi,4.0,0.9165,0.9177500000000001,0.009069178573608562,0.929,1.8595000000000002,1.85325,0.0398695790463522,1.895,0.791,0.7985,0.04201983658543509,0.856
mwclient,7.0,0.971,0.9724285714285713,0.014819549507965714,0.992,2.141,2.1554285714285712,0.035401775580974924,2.202,0.804,0.797,0.06476109943476871,0.879
mwparserfromhell,4.0,0.9524999999999999,0.95675,0.04639234850705454,1.0170000000000001,0.9750000000000001,0.9884999999999999,0.054629052099897636,1.0659999999999998,0.7444999999999999,0.74725,0.04591568359504194,0.795
mwreverts,4.0,0.9319999999999999,0.9244999999999999,0.030653982884230026,0.953,0.905,0.90675,0.025395209522007647,0.9329999999999999,0.7775,0.77275,0.024878035828149007,0.797
mwtypes,4.0,0.8885000000000001,0.8915000000000001,0.03890586930871306,0.94,0.9945,0.9905000000000002,0.05224621198390056,1.0490000000000002,0.7849999999999999,0.7905,0.013102162671355728,0.81
mwviews,4.0,1.709,1.70175,0.03671852393547434,1.7380000000000002,5.6715,5.65025,0.12927586781762462,5.782,0.9215,0.917,0.05264345480050994,0.975
mxboard,7.0,0.9620000000000001,0.9381428571428572,0.0426982769809609,0.9740000000000001,4.48,4.472285714285714,0.12941627188484234,4.716,0.779,0.7629999999999999,0.06545736525912622,0.815
mxnet,4.0,3.1944999999999997,3.3095,0.28139237137254924,3.728,6.2285,6.18825,0.16197196259435334,6.337999999999999,0.7770000000000001,0.78225,0.047612148309718855,0.835
mxnet-cu90,1.0,23.274,23.274,,23.274,37.856,37.856,,37.856,0.8029999999999999,0.8029999999999999,,0.8029999999999999
mxnet_mkl,7.0,4.069,4.0884285714285715,0.16415323851293875,4.352,7.638999999999999,7.513142857142857,0.5014729732070745,8.225,0.847,0.836857142857143,0.04136193326972908,0.883
mycapytain,1.0,1.771,1.771,,1.771,9.222000000000001,9.222000000000001,,9.222000000000001,0.8270000000000001,0.8270000000000001,,0.8270000000000001
myhdl,7.0,1.867,1.8764285714285716,0.06300755812561205,2.003,1.8969999999999998,1.935285714285714,0.09968736845042822,2.052,0.748,0.7491428571428571,0.042698276980960924,0.805
myhdlpeek,1.0,1.804,1.804,,1.804,13.163,13.163,,13.163,0.8290000000000001,0.8290000000000001,,0.8290000000000001
myo-python,4.0,1.659,1.6635000000000002,0.0398036849215413,1.712,2.3790000000000004,2.38675,0.07095244886541957,2.48,0.7805,0.7695000000000001,0.04115418164253383,0.8059999999999999
mypy,4.0,2.5875,2.5797499999999998,0.031510580233735055,2.609,3.0375,2.94375,0.2340076565698938,3.103,0.7994999999999999,0.78775,0.040277164746292664,0.821
mypy-extensions,4.0,0.9355,0.9105000000000001,0.062473994589749116,0.9520000000000001,0.8355,0.8350000000000001,0.0675623169131038,0.894,0.7765,0.7795,0.03156474826976027,0.815
mysql,4.0,9.366,9.373999999999999,0.3022427280625069,9.749,9.382000000000001,9.438250000000002,0.2826156105620023,9.804,9.363,9.31275,0.20099150064948826,9.496
mysql-connector,7.0,2.0869999999999997,2.099,0.060194130389377064,2.176,2.156,2.112,0.08216041220279578,2.1919999999999997,0.755,0.7444285714285714,0.04275845780995515,0.789
mysql-connector-python,4.0,2.0324999999999998,2.0212499999999998,0.06217381549602161,2.077,2.6334999999999997,2.65125,0.0988074727268472,2.787,0.7765,0.7789999999999999,0.044788391353117366,0.8240000000000001
mysql-connector-python-rf,7.0,2.009,2.018857142857143,0.05376624892820333,2.081,2.021,2.033714285714286,0.039756401101853155,2.093,1.9880000000000002,2.0222857142857142,0.060944549348059845,2.128
mysql.connector,1.0,2.175,2.175,,2.175,2.153,2.153,,2.153,0.7440000000000001,0.7440000000000001,,0.7440000000000001
mysqlclient,4.0,8.764,8.8065,0.1825568404634564,9.046,8.855,8.8565,0.09452160246913568,8.947000000000001,8.685,8.74725,0.19410370939268506,9.03
mysqltsv,4.0,1.617,1.58325,0.10241866691835684,1.661,1.608,1.61775,0.03060909450909421,1.662,0.763,0.768,0.04062839729384685,0.8220000000000001
myst-nb,4.0,1.9989999999999999,1.9925,0.019621416870348588,2.008,20.984,21.025,0.834344453248577,22.081,1.824,1.79425,0.11841558174497148,1.903
myst-parser,4.0,1.2285,1.23625,0.05762161052938376,1.304,6.5835,6.72225,0.3899986111086382,7.296,0.982,0.97,0.05621980671139543,1.016
myst_nb,4.0,1.9965,2.0,0.08341462701469077,2.0909999999999997,21.031,21.1355,0.33441441356496854,21.618000000000002,1.77,1.763,0.07249367788527034,1.84
myst_parser,4.0,1.262,1.2945,0.08782748241106926,1.4240000000000002,6.595000000000001,6.46725,0.3524120457646134,6.725,0.9675,0.9674999999999999,0.04491844461539903,1.022
mystic,1.0,1.3619999999999999,1.3619999999999999,,1.3619999999999999,10.93,10.93,,10.93,0.867,0.867,,0.867
myturtle,7.0,1.649,1.651142857142857,0.04134984309292507,1.7080000000000002,6.66,6.616714285714287,0.08345800198445981,6.699,0.772,0.7821428571428573,0.0370379470787667,0.825
naima,1.0,1.151,1.151,,1.151,12.329,12.329,,12.329,0.905,0.905,,0.905
naked,7.0,1.052,1.105142857142857,0.1255779022113744,1.295,2.105,2.1064285714285718,0.06971574939915437,2.1919999999999997,0.8,0.7987142857142857,0.026335744313981863,0.835
namedtupled,7.0,0.884,0.8892857142857142,0.05887476620113319,0.988,2.398,2.416571428571429,0.05999404732376131,2.52,0.799,0.7802857142857142,0.05648809398364189,0.835
nameparser,4.0,0.9464999999999999,0.94075,0.016173538058610812,0.953,0.9185,0.9092500000000001,0.0508748464371147,0.9570000000000001,0.7494999999999999,0.76325,0.048023431780746334,0.83
names,4.0,1.6159999999999999,1.616,0.07084725353415845,1.693,1.7225000000000001,1.72825,0.06606751597166848,1.811,0.772,0.76925,0.014974979131871886,0.7829999999999999
nano,1.0,0.8740000000000001,0.8740000000000001,,0.8740000000000001,1.058,1.058,,1.058,0.8340000000000001,0.8340000000000001,,0.8340000000000001
napalm,1.0,1.379,1.379,,1.379,12.304,12.304,,12.304,1.0759999999999998,1.0759999999999998,,1.0759999999999998
napari,4.0,1.9975,1.9989999999999999,0.0354306835007926,2.0340000000000003,23.215,23.3875,0.9356568103031512,24.642,1.326,1.31025,0.07422207667983063,1.3769999999999998
nara-wpe,7.0,7.294,7.327714285714286,0.10082611150840233,7.506,7.601,7.63,0.206820372948766,8.064,7.367000000000001,7.391285714285714,0.13778088194147795,7.559
nashpy,4.0,1.928,1.92875,0.05186119294167211,1.993,7.148,7.172000000000001,0.11843985815594343,7.325,0.7755000000000001,0.76,0.05052392172690741,0.802
natasha,4.0,1.5554999999999999,1.5705,0.043224221604713044,1.6340000000000001,6.5184999999999995,6.49475,0.19375134408135927,6.66,0.8555,0.8440000000000001,0.029427877939124405,0.8640000000000001
natsort,4.0,0.975,0.9757499999999999,0.021608254595562947,1.002,0.9430000000000001,0.9355,0.04610495273467555,0.978,0.7705,0.77225,0.01855397531527947,0.794
natural,1.0,1.6340000000000001,1.6340000000000001,,1.6340000000000001,1.6569999999999998,1.6569999999999998,,1.6569999999999998,0.8,0.8,,0.8
navigator-updater,4.0,0.762,0.76,0.03586084215408219,0.797,0.7795000000000001,0.76725,0.03410156399150433,0.7929999999999999,0.7335,0.7205,0.060224579699654196,0.777
nb-black,4.0,1.823,1.82375,0.033490048273081656,1.864,6.6985,6.670999999999999,0.10988175462741769,6.771,0.893,0.8885000000000001,0.08005206639015217,0.958
nb-clean,4.0,1.0665,1.05325,0.03612363030852058,1.08,3.206,3.204,0.1047950380504725,3.326,0.8675,0.8590000000000001,0.028319604517012646,0.883
nb-conda,4.0,0.6965,0.6985,0.0607755433267911,0.77,0.7955000000000001,0.79625,0.02819426655663644,0.8240000000000001,0.7775000000000001,0.7595000000000001,0.048720290092185065,0.794
nb-conda-kernels,4.0,0.7725,0.77,0.034009802508492504,0.8059999999999999,0.781,0.792,0.024953289696283885,0.8290000000000001,0.7835,0.7735000000000001,0.036244539818663206,0.8029999999999999
nb-pdf-template,7.0,1.57,1.5691428571428574,0.06420132026531478,1.6669999999999998,1.633,1.6214285714285714,0.05017920267354171,1.685,0.792,0.7745714285714287,0.03982401763951478,0.8220000000000001
nb2pdf,7.0,1.3980000000000001,1.3557142857142854,0.0829672913175513,1.436,12.360999999999999,12.367571428571427,0.33820745957812015,12.806,1.156,1.172,0.053463383107818126,1.235
nb2xls,4.0,1.995,1.9972500000000002,0.05780066320265428,2.064,15.0645,14.93775,0.3211400265720031,15.155999999999999,1.092,1.0942500000000002,0.05885787967638657,1.155
nb_black,4.0,1.814,1.81975,0.031605642956071336,1.8619999999999999,6.7455,6.78675,0.27247064062023246,7.1129999999999995,0.9755,0.9697500000000001,0.06305222702913309,1.0390000000000001
nb_conda_kernels,1.0,0.83,0.83,,0.83,0.8140000000000001,0.8140000000000001,,0.8140000000000001,0.804,0.804,,0.804
nba-api,7.0,1.198,1.1718571428571427,0.05245133799192219,1.229,1.9709999999999999,2.0074285714285716,0.09768121133370034,2.153,0.785,0.7777142857142857,0.03231467306407565,0.804
nbautoeval,4.0,1.6214999999999997,1.68175,0.14800084459218485,1.8980000000000001,18.369,18.46275,0.2835482028391881,18.872,1.48,1.4849999999999999,0.03508085897846102,1.53
nbclean,4.0,1.548,1.5574999999999999,0.043745475956567866,1.6159999999999999,21.811500000000002,21.78275,0.31209653955146754,22.133000000000003,1.3944999999999999,1.3852499999999999,0.03589219970968621,1.415
nbclient,4.0,1.2650000000000001,1.2642499999999999,0.033330416539051354,1.304,4.614000000000001,4.641500000000001,0.08161903372784199,4.761,0.9550000000000001,0.9605,0.02063169083392512,0.9890000000000001
nbconvert,4.0,1.342,1.3457500000000002,0.08928372378733608,1.445,7.572,7.5605,0.15502580430367022,7.7379999999999995,1.0779999999999998,1.0759999999999998,0.020297783130184457,1.097
nbdev,4.0,1.5625,1.56,0.06431692364118993,1.636,12.6135,12.660499999999999,0.5016442962897112,13.318,1.271,1.25075,0.07054254035686554,1.31
nbdiff,7.0,2.532,2.5175714285714283,0.08048158618147205,2.61,5.843999999999999,5.863,0.16895364255716225,6.124,2.408,2.4307142857142856,0.06540824179901271,2.551
nbdime,4.0,1.8399999999999999,1.8482500000000002,0.02743932700826807,1.8880000000000001,12.7485,12.69625,0.21266620950839019,12.876,1.2435,1.248,0.04526219909225219,1.2990000000000002
nbformat,4.0,1.162,1.1452499999999999,0.04410120935605578,1.176,3.175,3.16825,0.09585535978754667,3.2560000000000002,0.926,0.9220000000000002,0.019899748742132416,0.9390000000000001
nbforms,7.0,0.8959999999999999,0.8889999999999999,0.03097848715910237,0.919,0.8759999999999999,0.8835714285714287,0.02278052635371671,0.925,0.752,0.7584285714285715,0.03814383804695568,0.8170000000000001
nbgitpuller,4.0,1.3975,1.3792500000000003,0.0660675159716685,1.4340000000000002,11.494,11.49675,0.17706754831607782,11.71,1.24,1.24525,0.03217012071265304,1.2830000000000001
nbgrader,4.0,3.3415,3.3752500000000003,0.09660702182898871,3.516,16.6445,16.585749999999997,0.6376416836019001,17.188,1.3085,1.3125,0.062303022933615886,1.392
nbimporter,4.0,0.875,0.875,0.026783079235467525,0.9009999999999999,0.877,0.88625,0.03960113634733228,0.9390000000000001,0.7675000000000001,0.7645,0.028734416066220438,0.7959999999999999
nbinteract,4.0,1.4865,1.484,0.03809636903083191,1.525,21.218000000000004,21.3855,0.6733406765276142,22.266,1.265,1.2654999999999998,0.039408120990476025,1.306
nbmerge,4.0,1.6099999999999999,1.604,0.04961182654703745,1.656,1.6265,1.8070000000000002,0.430521389325393,2.447,0.7865,0.7875,0.006137317546507372,0.795
nbparameterise,7.0,1.222,1.2341428571428572,0.06078494487790153,1.3519999999999999,7.7010000000000005,7.7442857142857155,0.137344717512438,7.9479999999999995,1.089,1.0862857142857145,0.027554275443896166,1.131
nbpdfexport,7.0,1.8880000000000001,1.8867142857142858,0.03435944453234692,1.929,9.089,9.118857142857141,0.20952360930726385,9.357000000000001,1.026,1.0222857142857145,0.05307452083537601,1.097
nbpresent,4.0,0.9515,0.9437499999999999,0.05901059226952394,1.005,0.9715,0.95325,0.042797001452594026,0.98,0.8055000000000001,0.7975000000000001,0.021236760581595283,0.812
nbresuse,4.0,1.3645,1.37625,0.037043892883983055,1.4280000000000002,12.314,12.53175,0.6143584051675378,13.429,1.306,1.29125,0.04184395615458306,1.3219999999999998
nbserverproxy,4.0,1.316,1.34575,0.10516138391380495,1.489,11.416,11.397749999999998,0.26376425711861123,11.665999999999999,1.218,1.2229999999999999,0.0401829151091191,1.274
nbsphinx,4.0,1.401,1.3997499999999998,0.06562202374203337,1.4669999999999999,11.25,11.286999999999999,0.25643062739592326,11.628,1.1265,1.13375,0.09662427231291316,1.258
nbstripout,4.0,1.025,1.02875,0.04398768767128663,1.083,3.2889999999999997,3.2785,0.06156568308183827,3.3360000000000003,0.925,0.9164999999999999,0.06014149981501959,0.968
nbval,4.0,1.2925,1.29175,0.010078855755160458,1.3019999999999998,8.6525,8.66375,0.08250404030510587,8.774,1.079,1.07375,0.042240383520986226,1.112
nbzip,4.0,1.3805,1.37725,0.05637597005817288,1.4380000000000002,12.237000000000002,12.232000000000001,0.34564239709078987,12.639000000000001,1.274,1.274,0.0339901946645401,1.3119999999999998
nc-time-axis,7.0,0.9540000000000001,0.9452857142857143,0.037446469729977144,0.997,6.127000000000001,6.102714285714286,0.10576186188116896,6.244,0.826,0.822,0.032726136343907135,0.853
ncbi-datasets-pylib,4.0,114.8535,114.68900000000002,0.9331377175958496,115.64200000000001,115.3035,115.38075,0.9836365775359659,116.556,114.42099999999999,114.57025,0.9203421012500348,115.823
ndg-httpsclient,4.0,0.9275,0.929,0.02216604009139507,0.9570000000000001,2.7305,2.73775,0.051194889067822574,2.7969999999999997,0.8330000000000001,0.8195,0.03129962726082641,0.8390000000000001
ndlib,4.0,1.0915,1.17025,0.20763168512215735,1.47,14.490499999999999,14.520499999999998,0.32579185584255077,14.94,0.886,0.88,0.03559026084010432,0.9159999999999999
neat-python,4.0,0.8780000000000001,0.8915000000000001,0.07696536017369544,0.99,0.9395,0.94175,0.03091251095160877,0.975,0.7725,0.7707499999999999,0.03222188697143605,0.8079999999999999
neo,7.0,2.2640000000000002,2.2687142857142857,0.07496157745964335,2.369,5.401,5.3461428571428575,0.13238382148312622,5.452999999999999,0.7809999999999999,0.772142857142857,0.04386885216729741,0.815
neo4j,4.0,1.9540000000000002,1.9625000000000001,0.12134111696645403,2.117,2.3915,2.3810000000000002,0.052147227475037604,2.428,0.7805,0.77125,0.04141155233345727,0.8109999999999999
neobolt,1.0,1.761,1.761,,1.761,1.719,1.719,,1.719,0.731,0.731,,0.731
neotime,7.0,1.825,1.8248571428571427,0.09015991084628205,1.966,2.311,2.3368571428571427,0.08410594226218222,2.475,0.763,0.7604285714285715,0.05479007556987288,0.826
neovim,4.0,1.5190000000000001,1.5225,0.04234383071948029,1.57,2.833,2.8282499999999997,0.080018227090249,2.9139999999999997,0.7945,0.79725,0.020902551678363777,0.8220000000000001
neptune-client,7.0,2.511,2.5029999999999997,0.08140843527137295,2.6239999999999997,15.539000000000001,15.519714285714286,0.26586131364912485,15.755,1.025,1.0167142857142857,0.04615811335584929,1.071
neptune-contrib,7.0,2.173,2.172857142857143,0.038710156167034396,2.224,18.511,18.571714285714286,0.40504885066936197,19.129,1.1320000000000001,1.1077142857142857,0.050460262536357284,1.1420000000000001
neptune-notebooks,1.0,2.602,2.602,,2.602,25.609,25.609,,25.609,1.5219999999999998,1.5219999999999998,,1.5219999999999998
nest-asyncio,4.0,0.9099999999999999,0.905,0.034156502553198666,0.938,0.8525,0.85625,0.02394959985747845,0.8859999999999999,0.7645,0.76075,0.0366549223615783,0.7979999999999999
nest_asyncio,4.0,0.8965,0.89925,0.039381679327660235,0.945,0.911,0.9070000000000001,0.05411099703387472,0.9690000000000001,0.791,0.78625,0.03160564295607141,0.818
