,library,dependencies,size,size_full
95,mahotas,['numpy'],43.0,"25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 18M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mahotas 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
96,rich,"['dataclasses', 'pygments', 'colorama', 'typing-extensions', 'commonmark']",9.683999999999997,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 7.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pygments 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/rich 404K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/commonmark 80K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/colorama
"
97,rolldecay-estimators,"['numpy', 'scikit-learn', 'matplotlib', 'pandas', 'dill', 'sympy', 'scipy']",242.37600000000003,"64M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sympy 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 35M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mpmath 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 576K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/dill
"
98,pysindy,"['scipy', 'numpy', 'scikit-learn', 'derivative']",173.33599999999998,"82M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sklearn 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 820K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/py 564K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wcwidth 404K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pysindy 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 108K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pluggy 80K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/derivative 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytest
"
99,rasa_core,"['rocketchat-API', 'packaging', 'terminaltables', 'tensorflow', 'apscheduler', 'mattermostwrapper', 'jsonpickle', 'fbmessenger', 'pykwalify', 'fakeredis', 'slackclient', 'flask-cors', 'pydot', 'networkx', 'typing', 'python-socketio', 'coloredlogs', 'scikit-learn', 'twilio', 'gevent', 'flask-jwt-simple', 'python-telegram-bot', 'pymongo', 'rasa-core-sdk', 'rasa-nlu', 'pika', 'scipy', 'python-dateutil', 'questionary', 'jsonschema', 'redis', 'flask', 'ruamel.yaml', 'requests', 'webexteamssdk', 'pytz', 'numpy', 'colorhash', 'colorclass', 'tqdm']",709.9719999999998,"406M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tensorflow 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 60M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/botocore 28M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/twisted 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/matplotlib 19M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/gevent 17M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/twilio 12M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/networkx 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cryptography 7.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tensorboard 6.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/h5py 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/future 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pymongo 1.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/werkzeug 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.5M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/boto3 1.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pycparser 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pika 940K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 820K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/webexteamssdk 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/simplejson 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cffi 656K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/flask 644K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markdown 596K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/greenlet 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/humanfriendly 576K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 564K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wcwidth 564K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/s3transfer 544K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/apscheduler 468K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tqdm 424K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/hyperlink 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 384K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/redis 360K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jsonschema 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 276K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/klein 276K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jsonpickle 268K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wheel 268K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/coloredlogs 260K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/automat 228K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/questionary 204K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mock 200K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pykwalify 184K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/astor 172K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/incremental 156K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jmespath 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/colorclass 128K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/slackclient 124K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/itsdangerous 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/terminaltables 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/fbmessenger 108K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/gast 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe 100K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tzlocal 88K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cloudpickle 60K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/constantly 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/mattermostwrapper 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/colorhash
"
100,spacy-nightly,"['srsly', 'preshed', 'setuptools', 'blis', 'cymem', 'thinc', 'requests', 'typing-extensions', 'pathy', 'pydantic', 'wasabi', 'tqdm', 'typer', 'murmurhash', 'jinja2', 'importlib-metadata', 'spacy-legacy', 'catalogue', 'packaging', 'numpy']",99.39999999999999,"31M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pydantic 29M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/blis 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/srsly 3.0M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/thinc 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 576K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 468K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tqdm 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 404K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/preshed 396K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/immutables 328K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pathy 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 172K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/typer 160K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wasabi 124K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cymem 116K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/murmurhash 116K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/catalogue 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/contextvars
"
101,dash-extensions,"['dash', 'Flask-Caching', 'more-itertools']",141.50799999999995,"133M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/plotly 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/future 1.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/werkzeug 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 664K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/flask 664K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/dash 152K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tenacity 128K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/itsdangerous 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe
"
102,click-completion,"['click', 'jinja2', 'six', 'shellingham']",1.8759999999999977,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe 76K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/shellingham
"
103,backports.ssl-match-hostname,[],0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
104,crcmod,[],0.1120000000000001,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 112K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/crcmod
"
105,python-socketio,"['python-engineio', 'bidict']",0.19200000000000017,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 192K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/bidict
"
106,stumpy,"['numpy', 'scipy', 'numba']",189.72,"78M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/llvmlite 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 24M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numba 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 720K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/stumpy
"
107,grako,[],0.8320000000000007,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 832K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/grako
"
108,psrecord,['psutil'],1.7479999999999976,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/psutil 48K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/psrecord
"
109,parseratorvariable,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
110,hiplot,"['ipython', 'beautifulsoup4', 'flask', 'flask-compress']",27.827999999999985,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 9.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jedi 7.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pygments 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.3M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/hiplot 1.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/werkzeug 1004K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jinja2 772K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/traitlets 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 664K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/flask 620K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/parso 564K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wcwidth 388K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pexpect 228K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/soupsieve 128K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/itsdangerous 104K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/markupsafe 88K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/ptyprocess 76K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/backcall
"
111,charts,[],0.2840000000000007,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 284K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/charts
"
112,parmed,[],4.699999999999999,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/parmed 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
113,fitz,"['scipy', 'configobj', 'pandas', 'pyxnat', 'numpy', 'nibabel', 'nipype', 'configparser', 'httplib2']",280.904,"68M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/nibabel 62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 23M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/nipype 15M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/lxml 12M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/networkx 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 9.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/traits 4.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/prov 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 3.2M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/future 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/rdflib 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 860K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyxnat 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/simplejson 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 332K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/httplib2 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 264K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/isodate 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging 88K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/fitz 68K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/etelemetry
"
114,sqlite,ERROR,0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
115,imdbparser,"['lxml', 'requests']",19.055999999999994,"15M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/lxml 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 184K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/imdbparser
"
116,fat-forensics,"['numpy', 'scipy']",87.0,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
117,click-default-group,['click'],0.6920000000000002,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click
"
118,progressbar,[],0.06799999999999962,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 68K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/progressbar
"
119,pykdtree,['numpy'],25.619999999999994,"25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 620K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pykdtree
"
120,opencv_python,['numpy'],24.999999999999996,"25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
121,polyline,['six'],0.023999999999999133,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/polyline
"
122,pretrainedmodels,"['torch', 'torchvision', 'munch', 'tqdm']",1680.2400000000002,"1.6G /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/torch 54M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/torchvision 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 708K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pretrainedmodels 468K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tqdm 64K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/munch
"
123,doublemetaphone,[],0.23600000000000065,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/doublemetaphone
"
124,keras-spatial,"['geopandas', 'rasterio', 'scipy', 'netCDF4']",185.38400000000001,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 16M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/rasterio 13M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/fiona 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pyproj 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 4.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/shapely 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 2.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/geopandas 692K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/click 560K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cftime 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 124K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/affine 64K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/munch 32K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/cligj 24K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/snuggs
"
125,dask-searchcv,"['scipy', 'numpy', 'scikit-learn', 'dask', 'toolz']",97.45599999999999,"62M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/scipy 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 7.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/dask 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.1M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/joblib 556K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/toolz
"
126,pytorch-pretrained-bert,"['numpy', 'regex', 'boto3', 'tqdm', 'requests', 'torch']",1694.4600000000003,"1.6G /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/torch 60M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/botocore 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/regex 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 1.5M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/boto3 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 564K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/s3transfer 468K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/tqdm 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi 156K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jmespath
"
127,jpype1,['typing-extensions'],0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
128,deprecation,['packaging'],0.23600000000000065,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 236K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/packaging
"
129,jupyter-ui-poll,['ipython'],19.80799999999999,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 9.9M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/jedi 7.4M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pygments 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 772K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/traitlets 620K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/parso 564K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/wcwidth 388K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pexpect 88K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/ptyprocess 76K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/backcall
"
130,future-nodefix,[],0.0,"11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools
"
131,pcse,"['numpy', 'SQLAlchemy', 'PyYAML', 'xlrd', 'xlwt', 'requests', 'pandas', 'traitlets-pcse']",99.424,"47M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pandas 25M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/numpy 12M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/sqlalchemy 11M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pip 6.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pcse 3.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/setuptools 2.8M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/pytz 1.7M /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/chardet 884K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/urllib3 836K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/xlwt 620K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/xlrd 596K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/greenlet 592K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/idna 408K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/requests 288K /home/ubuntu/ve/randomenv/lib/python3.6/site-packages/certifi
"
